rescue_candidate	mapping_hit	alignment_type	alignment_score
PB.37902.1	ENST00000319136.8	256	1966
PB.37902.1	PB.143876.1	256	1966
PB.37902.1	ENST00000397278.8	256	1966
PB.37902.1	ENST00000426053.5	256	1966
PB.37902.1	ENST00000422706.5	256	1966
PB.23058.1	ENST00000216181.11	0	1977
PB.23058.1	PB.3841.13	256	1976
PB.23058.1	PB.164586.2	256	1619
PB.23058.1	PB.124812.3	256	1615
PB.23058.1	PB.23058.4	256	1614
PB.23058.1	PB.130890.6	256	1614
PB.3841.11	ENST00000216181.11	0	6783
PB.3841.11	PB.3841.13	256	6782
PB.3841.12	ENST00000216181.11	0	4881
PB.3841.12	PB.3841.13	256	4880
PB.3841.12	PB.8688.6	256	4516
PB.3841.12	PB.88814.4	256	4057
PB.3841.12	PB.88814.5	256	3917
PB.3841.21	PB.3841.13	0	4393
PB.3841.21	ENST00000216181.11	256	4393
PB.3841.15	ENST00000216181.11	0	7338
PB.3841.15	PB.3841.13	256	7338
PB.3841.16	ENST00000216181.11	0	6877
PB.3841.16	PB.3841.13	256	6877
PB.3841.14	PB.3841.13	0	7416
PB.3841.14	ENST00000216181.11	256	7377
PB.130890.4	PB.3841.13	0	2873
PB.130890.4	ENST00000216181.11	256	2873
PB.130890.4	PB.8688.6	256	2682
PB.130890.4	PB.88814.4	256	2682
PB.130890.4	PB.88814.5	256	2682
PB.130890.4	PB.124812.3	256	2682
PB.3841.24	ENST00000216181.11	0	5804
PB.3841.24	PB.3841.13	256	5804
PB.3841.24	PB.8688.6	256	4749
PB.130890.7	PB.3841.13	0	-311
PB.130890.7	ENST00000216181.11	256	-311
PB.60665.1	PB.45454.1	0	1025
PB.68273.2	ENST00000216185.7	0	1194
PB.68273.2	PB.45454.1	256	1132
PB.68273.2	ENST00000416967.1	256	1073
PB.103757.1	ENST00000216185.7	0	463
PB.103757.1	PB.45454.1	256	391
PB.103757.1	ENST00000416967.1	256	341
PB.96156.1	ENST00000216185.7	0	585
PB.96156.1	PB.45454.1	256	511
PB.96156.1	ENST00000416967.1	256	461
PB.75746.2	ENST00000416967.1	0	1174
PB.75746.2	ENST00000216185.7	256	1172
PB.75746.2	PB.45454.1	256	1172
PB.83180.2	ENST00000216185.7	0	1064
PB.83180.2	PB.45454.1	256	1064
PB.83180.2	ENST00000416967.1	256	1064
PB.96156.3	ENST00000416967.1	0	530
PB.96156.3	PB.45454.1	256	461
PB.96156.3	ENST00000216185.7	256	461
PB.96156.5	PB.83180.3	0	691
PB.96156.5	ENST00000216185.7	256	691
PB.96156.5	PB.45454.1	256	639
PB.96156.5	PB.83180.4	256	639
PB.96156.5	ENST00000416967.1	256	589
PB.60665.2	PB.45454.1	0	1153
PB.52975.3	PB.45454.1	0	782
PB.8689.1	ENST00000397224.9	0	3672
PB.8689.1	ENST00000216187.10	256	3408
PB.8689.1	PB.8689.3	256	3408
PB.8689.2	ENST00000397224.9	0	2836
PB.8689.2	PB.8689.3	256	3597
PB.8689.2	ENST00000216187.10	256	3191
PB.8689.2	PB.137366.1	256	3042
PB.8689.2	PB.137366.2	256	3032
PB.88815.1	ENST00000397224.9	0	2890
PB.88815.1	ENST00000216187.10	256	3310
PB.88815.1	PB.8689.3	256	3203
PB.88815.1	PB.137366.1	256	3187
PB.88815.1	PB.137366.2	256	3032
PB.88815.2	ENST00000397224.9	0	2836
PB.88815.2	ENST00000216187.10	256	3298
PB.88815.2	PB.137366.1	256	3191
PB.88815.2	PB.8689.3	256	3191
PB.88815.2	PB.137366.2	256	3032
PB.88815.3	ENST00000397224.9	0	2866
PB.88815.3	PB.8689.3	256	3189
PB.88815.3	ENST00000216187.10	256	3189
PB.88815.3	PB.137366.2	256	3093
PB.88815.3	PB.137366.1	256	3040
PB.164587.1	ENST00000397224.9	0	1314
PB.124813.1	ENST00000216187.10	0	3389
PB.124813.1	PB.8689.3	256	3282
PB.124813.1	ENST00000397224.9	256	3280
PB.124813.1	PB.137366.1	256	3197
PB.124813.1	PB.137366.2	256	3032
PB.124813.2	ENST00000397224.9	0	3271
PB.124813.2	PB.8689.3	256	3241
PB.124813.2	ENST00000216187.10	256	3241
PB.137366.3	PB.8689.3	0	2867
PB.137366.3	PB.137366.1	256	2464
PB.137366.3	ENST00000216187.10	256	2464
PB.137366.3	ENST00000397224.9	256	2462
PB.137366.3	PB.137366.2	256	2462
PB.143879.2	PB.137366.1	0	2581
PB.143879.2	ENST00000216187.10	256	2563
PB.143879.2	PB.8689.3	256	2456
PB.143879.2	PB.137366.2	256	2454
PB.143879.2	ENST00000397224.9	256	2454
PB.15760.1	PB.8689.3	0	1286
PB.124813.4	PB.8689.3	0	937
PB.52976.2	PB.37907.1	0	1535
PB.52976.2	PB.30454.1	256	1505
PB.52976.2	ENST00000216190.13	256	1505
PB.52976.2	PB.37907.2	256	1418
PB.52976.2	PB.164588.1	256	987
PB.52976.2	ENST00000405442.5	256	1415
PB.37907.3	ENST00000216190.13	0	1790
PB.37907.3	PB.37907.1	256	1790
PB.37907.3	PB.37907.2	256	1702
PB.37907.3	PB.52976.4	256	1747
PB.37907.3	ENST00000405442.5	256	1747
PB.37907.3	PB.30454.1	256	1644
PB.30454.2	ENST00000216190.13	0	1791
PB.30454.2	PB.37907.1	256	1791
PB.30454.2	PB.37907.2	256	1703
PB.30454.2	PB.52976.4	256	1747
PB.30454.2	ENST00000405442.5	256	1746
PB.30454.2	PB.30454.1	256	1645
PB.45456.2	PB.37907.1	0	1557
PB.45456.2	ENST00000216190.13	256	1556
PB.45456.2	PB.37907.2	256	1469
PB.45456.2	PB.164588.1	256	1037
PB.45456.2	PB.30454.1	256	1410
PB.45456.2	PB.52976.3	256	1563
PB.45456.1	PB.37907.1	0	1668
PB.45456.1	ENST00000216190.13	256	1646
PB.45456.1	PB.37907.2	256	1559
PB.45456.1	PB.164588.1	256	1128
PB.45456.1	PB.30454.1	256	1500
PB.45456.1	PB.52976.3	256	1410
PB.30454.3	ENST00000405442.5	0	1776
PB.30454.3	ENST00000216190.13	256	1788
PB.30454.3	PB.37907.1	256	1788
PB.30454.3	PB.37907.2	256	1700
PB.30454.3	PB.52976.4	256	1746
PB.30454.3	PB.30454.1	256	1643
PB.83182.1	PB.37907.1	0	266
PB.83182.1	PB.124814.1	256	256
PB.83182.1	PB.52976.3	256	250
PB.83182.1	PB.130892.1	256	247
PB.83182.1	PB.164588.1	256	228
PB.83182.1	PB.37907.2	256	227
PB.88816.1		4	0
PB.96158.1	PB.83183.1	0	824
PB.96158.1	ENST00000433985.7	256	822
PB.96158.1	ENST00000340630.9	256	809
PB.96158.1	PB.3843.1	256	766
PB.96158.1	PB.23060.1	256	589
PB.75748.1	ENST00000340630.9	0	935
PB.75748.1	PB.83183.1	256	931
PB.75748.1	ENST00000433985.7	256	929
PB.75748.1	PB.23060.1	256	455
PB.103761.1	ENST00000216200.9	0	545
PB.103761.1	ENST00000417718.7	256	530
PB.68275.2	ENST00000248899.11	0	1182
PB.68275.2	PB.68275.1	256	1182
PB.68275.2	ENST00000650698.1	256	1180
PB.68275.2	ENST00000650827.1	256	1176
PB.68275.2	PB.52978.1	256	907
PB.68275.2	ENST00000397147.7	256	907
PB.52978.2	ENST00000397147.7	0	1418
PB.52978.2	PB.52978.1	256	1418
PB.52978.2	PB.88817.1	256	1180
PB.3844.2	PB.3844.1	0	4819
PB.3844.2	ENST00000403662.8	256	4811
PB.3844.2	ENST00000262825.9	256	3264
PB.8690.1	PB.3844.1	0	4670
PB.8690.1	ENST00000403662.8	256	4670
PB.8690.1	ENST00000262825.9	256	3132
PB.75750.3	ENST00000403892.7	0	1078
PB.75750.3	ENST00000622841.1	256	1077
PB.75750.3	ENST00000249042.8	256	1076
PB.75750.3	PB.75750.1	256	1076
PB.68276.1	ENST00000401419.7	0	1177
PB.68276.1	ENST00000341116.7	256	1102
PB.68276.1	ENST00000397225.2	256	1102
PB.68276.1	ENST00000429360.6	256	1097
PB.68276.1	ENST00000404802.7	256	1077
PB.68276.1	ENST00000404393.5	256	1079
PB.75751.1	ENST00000404393.5	0	1203
PB.75751.1	ENST00000397225.2	256	1124
PB.75751.1	ENST00000341116.7	256	1123
PB.75751.1	ENST00000401419.7	256	1120
PB.75751.1	ENST00000429360.6	256	1118
PB.75751.1	ENST00000404802.7	256	1098
PB.103763.1	PB.96160.1	0	598
PB.103763.1	ENST00000397225.2	256	598
PB.103763.1	ENST00000429360.6	256	598
PB.103763.1	ENST00000341116.7	256	598
PB.103763.1	ENST00000401419.7	256	587
PB.103763.1	ENST00000404393.5	256	582
PB.83184.1	ENST00000397225.2	0	1135
PB.83184.1	ENST00000341116.7	256	1133
PB.83184.1	ENST00000429360.6	256	1129
PB.83184.1	ENST00000401419.7	256	1115
PB.83184.1	ENST00000404802.7	256	1108
PB.83184.1	ENST00000404393.5	256	958
PB.68276.4	ENST00000429360.6	0	1066
PB.68276.4	ENST00000397225.2	256	1001
PB.68276.4	ENST00000341116.7	256	1001
PB.68276.4	ENST00000401419.7	256	990
PB.68276.4	ENST00000404802.7	256	983
PB.68276.4	ENST00000404393.5	256	984
PB.68276.5	ENST00000429360.6	0	1157
PB.68276.5	ENST00000397225.2	256	1100
PB.68276.5	ENST00000341116.7	256	1100
PB.68276.5	ENST00000401419.7	256	1083
PB.68276.5	ENST00000404802.7	256	1076
PB.68276.5	ENST00000404393.5	256	1077
PB.15761.1	PB.130894.1	0	1382
PB.15761.1	PB.143880.1	256	793
PB.60667.1	PB.52979.1	0	1472
PB.60667.1	ENST00000403888.7	256	1391
PB.60667.1	ENST00000402077.7	256	1463
PB.60667.1	ENST00000610767.4	256	1384
PB.60667.1	PB.60667.3	256	1378
PB.60667.1	PB.60667.2	256	1270
PB.30456.1	PB.130894.1	0	989
PB.30456.1	PB.143880.1	256	970
PB.30456.1	ENST00000403888.7	256	1365
PB.30456.1	ENST00000402077.7	256	1221
PB.30456.1	PB.52979.1	256	1221
PB.23061.1	PB.137368.1	0	2168
PB.23061.1	ENST00000676104.1	256	2168
PB.23061.1	ENST00000346753.9	256	2168
PB.23061.1	ENST00000406725.6	256	2168
PB.23061.1	ENST00000381792.6	256	2076
PB.23061.1	ENST00000406856.7	256	2076
PB.150558.2	PB.150558.1	0	2569
PB.150558.2	PB.124816.1	256	2569
PB.150558.2	PB.137369.1	256	2569
PB.150558.2	ENST00000337843.7	256	2569
PB.150558.2	PB.3845.1	256	2564
PB.130896.1	ENST00000337843.7	0	2804
PB.130896.1	PB.137369.1	256	2804
PB.130896.1	PB.124816.1	256	2804
PB.130896.1	PB.150558.1	256	2725
PB.130896.1	PB.3845.1	256	2564
PB.137369.2	PB.124816.1	0	2804
PB.137369.2	PB.137369.1	256	2804
PB.137369.2	ENST00000337843.7	256	2804
PB.137369.2	PB.150558.1	256	2725
PB.137369.2	PB.3845.1	256	2564
PB.75752.1	ENST00000249071.11	0	1255
PB.75752.1	PB.75752.2	256	1178
PB.75752.1	PB.150560.1	256	1062
PB.75752.1	PB.83185.1	256	1062
PB.75752.1	PB.15763.1	256	1060
PB.52981.1	PB.75752.2	0	1242
PB.52981.1	ENST00000249071.11	256	1242
PB.52981.1	PB.15763.1	256	1123
PB.52981.1	PB.150560.1	256	1063
PB.157476.1	PB.137370.1	0	332
PB.157476.1	ENST00000402997.5	256	330
PB.157476.1	ENST00000405206.3	256	318
PB.157476.1	ENST00000248901.11	256	297
PB.8693.1	PB.68278.2	0	1106
PB.8693.1	ENST00000356998.8	256	1086
PB.8693.1	PB.37910.2	256	1081
PB.8693.1	PB.30457.1	256	992
PB.8693.1	ENST00000416983.7	256	992
PB.68278.1	PB.68278.2	0	1243
PB.68278.1	ENST00000356998.8	256	1106
PB.68278.1	PB.37910.2	256	1101
PB.68278.1	PB.30457.1	256	985
PB.68278.1	ENST00000416983.7	256	977
PB.30457.2	ENST00000356998.8	0	1875
PB.30457.2	PB.37910.2	256	1870
PB.30457.2	PB.30457.1	256	1768
PB.30457.2	ENST00000416983.7	256	1746
PB.37910.1	ENST00000356998.8	0	1715
PB.37910.1	PB.37910.2	256	1710
PB.37910.1	PB.30457.1	256	1608
PB.37910.1	ENST00000416983.7	256	1586
PB.45460.1	ENST00000356998.8	0	1608
PB.45460.1	PB.37910.2	256	1608
PB.45460.1	PB.30457.1	256	1560
PB.45460.1	ENST00000416983.7	256	1559
PB.15764.1	ENST00000356998.8	0	1818
PB.15764.1	PB.37910.2	256	1815
PB.15764.1	PB.30457.1	256	1694
PB.15764.1	ENST00000416983.7	256	1686
PB.8694.1	ENST00000403299.5	0	3741
PB.8694.1	PB.88819.2	256	3740
PB.8694.1	ENST00000251973.10	256	3702
PB.124817.1	PB.88819.2	0	3197
PB.124817.1	ENST00000403299.5	256	3197
PB.124817.1	ENST00000251973.10	256	3197
PB.124817.1	ENST00000406271.7	256	2986
PB.124817.1	PB.157477.1	256	2574
PB.130897.1	PB.88819.2	0	3459
PB.130897.1	ENST00000251973.10	256	3459
PB.130897.1	ENST00000403299.5	256	3459
PB.130897.1	ENST00000406271.7	256	2986
PB.137371.1	ENST00000251973.10	0	2988
PB.137371.1	PB.88819.2	256	2988
PB.137371.1	ENST00000403299.5	256	2988
PB.137371.1	ENST00000406271.7	256	2986
PB.137371.1	PB.157477.1	256	2573
PB.137371.3	ENST00000251973.10	0	3128
PB.137371.3	PB.88819.2	256	3128
PB.137371.3	ENST00000403299.5	256	3128
PB.137371.3	ENST00000406271.7	256	2985
PB.137371.3	PB.157477.1	256	2572
PB.124817.2	ENST00000403299.5	0	3592
PB.124817.2	ENST00000251973.10	256	3592
PB.124817.2	PB.88819.2	256	3592
PB.124817.2	ENST00000406271.7	256	2985
PB.52983.1	PB.23065.1	0	1387
PB.52983.1	ENST00000249014.5	256	1387
PB.52983.1	PB.37912.3	256	1387
PB.52983.1	PB.124818.1	256	1295
PB.37912.1	ENST00000249014.5	0	1625
PB.37912.1	PB.23065.1	256	1621
PB.37912.1	PB.124818.1	256	328
PB.37912.1	PB.37912.3	256	1359
PB.37912.2	ENST00000249014.5	0	1506
PB.37912.2	PB.23065.1	256	1502
PB.37912.2	PB.124818.1	256	208
PB.37912.2	PB.37912.3	256	1240
PB.45462.1	ENST00000249014.5	0	1344
PB.45462.1	PB.23065.1	256	1340
PB.45462.1	PB.124818.1	256	37
PB.45462.1	PB.37912.3	256	1078
PB.15766.2	ENST00000249014.5	0	2037
PB.15766.2	PB.23065.1	256	2037
PB.15766.2	PB.124818.1	256	716
PB.15766.2	PB.37912.3	256	1877
PB.30458.1	ENST00000249014.5	0	2024
PB.30458.1	PB.23065.1	256	2024
PB.30458.1	PB.124818.1	256	699
PB.30458.1	PB.37912.3	256	1758
PB.52983.2	ENST00000249014.5	0	1354
PB.52983.2	PB.23065.1	256	1354
PB.52983.2	PB.124818.1	256	33
PB.52983.2	PB.37912.3	256	1238
PB.150561.1	ENST00000343632.9	0	2468
PB.150561.1	PB.143883.7	256	2464
PB.150561.1	PB.143883.3	256	2354
PB.150561.1	ENST00000406772.5	256	2397
PB.150561.1	PB.150561.4	256	2361
PB.150561.1	PB.157478.1	256	2402
PB.143883.2	ENST00000343632.9	0	2651
PB.143883.2	PB.143883.7	256	2649
PB.143883.2	PB.143883.3	256	2540
PB.143883.2	ENST00000406772.5	256	2581
PB.143883.2	PB.150561.4	256	2544
PB.143883.2	PB.157478.3	256	2421
PB.130898.1	ENST00000343632.9	0	2233
PB.130898.1	PB.143883.7	256	2231
PB.130898.1	PB.143883.3	256	2121
PB.130898.1	ENST00000406772.5	256	2163
PB.130898.1	PB.150561.4	256	2126
PB.130898.1	PB.157478.3	256	2003
PB.143883.4	PB.157478.1	0	2233
PB.143883.4	ENST00000325180.12	256	2224
PB.143883.4	ENST00000343632.9	256	1948
PB.143883.4	PB.143883.7	256	1945
PB.143883.4	PB.143883.3	256	1835
PB.143883.4	ENST00000406772.5	256	1878
PB.143883.5	ENST00000343632.9	0	2665
PB.143883.5	PB.143883.7	256	2663
PB.143883.5	PB.143883.3	256	2552
PB.143883.5	ENST00000406772.5	256	2596
PB.143883.5	PB.150561.4	256	2559
PB.143883.5	PB.157478.3	256	2436
PB.60670.1	PB.8695.1	0	1441
PB.60670.1	PB.52985.1	256	1441
PB.60670.1	PB.157478.3	256	1441
PB.60670.1	ENST00000325180.12	256	1441
PB.60670.1	PB.37913.1	256	1441
PB.60670.1	PB.143883.3	256	1438
PB.143883.8	ENST00000406772.5	0	2800
PB.143883.8	ENST00000343632.9	256	2727
PB.143883.8	PB.143883.7	256	2727
PB.143883.8	PB.143883.3	256	2616
PB.143883.8	PB.150561.4	256	2690
PB.143883.8	PB.157478.3	256	2567
PB.137372.3	ENST00000406772.5	0	2861
PB.137372.3	ENST00000343632.9	256	2730
PB.137372.3	PB.143883.7	256	2728
PB.137372.3	PB.143883.3	256	2616
PB.137372.3	PB.150561.4	256	2693
PB.137372.3	PB.157478.3	256	2569
PB.68280.2	PB.8695.1	0	1287
PB.52984.1	PB.8695.1	0	1286
PB.52984.1	ENST00000406772.5	2048	317
PB.130898.3	ENST00000406772.5	0	3168
PB.130898.3	ENST00000343632.9	256	2724
PB.130898.3	PB.143883.7	256	2724
PB.130898.3	PB.143883.3	256	2614
PB.130898.3	PB.150561.4	256	2687
PB.130898.3	PB.157478.3	256	2564
PB.143883.9	ENST00000343632.9	0	2731
PB.143883.9	ENST00000406772.5	256	2729
PB.143883.9	PB.143883.7	256	2729
PB.143883.9	PB.143883.3	256	2617
PB.143883.9	PB.150561.4	256	2693
PB.143883.9	PB.157478.3	256	2569
PB.157478.2	ENST00000325180.12	0	2470
PB.157478.2	PB.157478.1	256	2467
PB.157478.2	ENST00000343632.9	256	2183
PB.157478.2	ENST00000406772.5	256	2181
PB.157478.2	PB.143883.7	256	2181
PB.157478.2	PB.143883.3	256	2069
PB.150561.2	ENST00000343632.9	0	2399
PB.150561.2	ENST00000406772.5	256	2397
PB.150561.2	PB.143883.7	256	2397
PB.150561.2	PB.143883.3	256	2285
PB.150561.2	PB.150561.4	256	2361
PB.150561.2	PB.157478.1	256	2333
PB.150561.3	ENST00000406772.5	0	2624
PB.150561.3	ENST00000343632.9	256	2623
PB.150561.3	PB.143883.7	256	2622
PB.150561.3	PB.143883.3	256	2510
PB.150561.3	PB.150561.4	256	2586
PB.150561.3	PB.157478.3	256	2463
PB.143883.10	ENST00000406772.5	0	2884
PB.143883.10	PB.143883.7	256	2725
PB.143883.10	ENST00000343632.9	256	2725
PB.143883.10	PB.143883.3	256	2615
PB.143883.10	PB.150561.4	256	2688
PB.143883.10	PB.157478.3	256	2565
PB.143883.11	ENST00000406772.5	0	2688
PB.143883.11	ENST00000343632.9	256	2688
PB.143883.11	PB.143883.7	256	2686
PB.143883.11	PB.143883.3	256	2574
PB.143883.11	PB.150561.4	256	2651
PB.143883.11	PB.157478.3	256	2527
PB.157478.4	ENST00000343632.9	0	2471
PB.157478.4	PB.157478.3	256	2471
PB.157478.4	ENST00000406772.5	256	2471
PB.157478.4	PB.150561.4	256	2471
PB.157478.4	PB.143883.7	256	2470
PB.157478.4	PB.143883.3	256	2358
PB.23066.1	PB.143883.7	0	2163
PB.23066.1	PB.157478.3	256	2163
PB.23066.1	ENST00000406772.5	256	2163
PB.23066.1	ENST00000343632.9	256	2163
PB.23066.1	PB.15767.2	256	2163
PB.23066.1	PB.150561.4	256	2163
PB.30460.2	PB.30460.1	0	1939
PB.30460.2	ENST00000343632.9	256	1939
PB.30460.2	PB.143883.7	256	1939
PB.30460.2	PB.15767.2	256	1939
PB.30460.2	PB.157478.3	256	1939
PB.30460.2	PB.143883.3	256	1939
PB.37914.1	PB.157479.1	0	1863
PB.37914.1	ENST00000649765.2	256	1812
PB.37914.1	PB.157479.2	256	1716
PB.37914.1	PB.164590.1	256	1635
PB.157479.3	ENST00000649765.2	0	2502
PB.157479.3	PB.157479.1	256	2502
PB.157479.3	PB.157479.2	256	2389
PB.157479.3	PB.164590.1	256	2331
PB.37914.2	PB.157479.1	0	1838
PB.37914.2	ENST00000649765.2	256	1838
PB.37914.2	PB.157479.2	256	1726
PB.37914.2	PB.164590.1	256	1682
PB.118958.1	ENST00000215909.10	0	287
PB.118958.1	PB.103767.2	256	287
PB.60672.1	ENST00000359114.9	0	1385
PB.60672.1	PB.130900.1	256	958
PB.60672.1	PB.83189.1	256	1144
PB.103768.1	PB.83189.2	0	490
PB.103768.1	ENST00000611699.1	256	490
PB.83189.3	PB.83189.2	0	774
PB.83189.3	ENST00000611699.1	256	771
PB.83189.3	PB.83189.1	256	760
PB.83189.3	ENST00000359114.9	256	760
PB.83189.3	PB.130900.1	256	509
PB.23067.1	PB.157480.3	0	2065
PB.23067.1	ENST00000644935.1	256	2065
PB.23067.1	PB.157480.2	256	2062
PB.23067.1	PB.124820.1	256	1019
PB.23067.1	ENST00000403663.6	256	1696
PB.45464.1	PB.157480.3	0	1715
PB.45464.1	ENST00000644935.1	256	1715
PB.45464.1	PB.157480.2	256	1714
PB.45464.1	PB.124820.1	256	671
PB.157480.1	PB.157480.2	0	2413
PB.157480.1	PB.124820.1	256	1332
PB.157480.1	ENST00000644935.1	256	2344
PB.157480.1	PB.157480.3	256	2343
PB.157480.1	ENST00000403663.6	256	2009
PB.143885.1	ENST00000407319.7	0	1849
PB.130901.1	PB.124820.1	0	3011
PB.143885.2	ENST00000407319.7	0	935
PB.15768.3	PB.124820.1	0	2225
PB.52989.2	ENST00000248924.11	0	1260
PB.52989.2	PB.60675.3	256	1258
PB.52989.2	PB.60675.2	256	1210
PB.52989.2	PB.52989.1	256	1115
PB.52989.2	PB.52989.3	256	1164
PB.52989.2	PB.60675.1	256	1108
PB.15770.1	PB.60675.2	0	225
PB.15770.1	PB.52989.3	256	225
PB.15770.1	ENST00000248924.11	256	225
PB.15770.1	PB.60675.3	256	225
PB.15770.1	PB.52989.1	256	225
PB.15770.1	ENST00000323205.10	256	225
PB.75757.1	PB.60675.3	0	1171
PB.75757.1	ENST00000248924.11	256	1171
PB.75757.1	PB.60675.2	256	1103
PB.75757.1	PB.52989.1	256	1008
PB.75757.1	PB.60675.1	256	1001
PB.75757.1	PB.52989.3	256	1113
PB.68285.1	PB.52989.1	0	1251
PB.68285.1	ENST00000248924.11	256	951
PB.68285.1	PB.60675.3	256	951
PB.68285.1	PB.60675.2	256	883
PB.68285.1	PB.52989.3	256	922
PB.45466.1	ENST00000215941.9	0	1664
PB.45466.1	PB.23069.2	256	1563
PB.45466.1	PB.60676.1	256	1535
PB.37920.1	ENST00000215941.9	0	1924
PB.37920.1	PB.23069.2	256	1823
PB.30463.1	ENST00000215941.9	0	1830
PB.30463.1	PB.23069.2	256	1728
PB.164592.1	ENST00000215941.9	0	1664
PB.164592.1	PB.23069.2	256	1563
PB.164592.1	PB.60676.1	256	1535
PB.15771.1	PB.23069.2	0	2070
PB.15771.1	ENST00000215941.9	256	1898
PB.30463.2	ENST00000215941.9	0	1862
PB.30463.2	PB.23069.2	256	1754
PB.30464.2	ENST00000412331.6	0	1826
PB.30464.2	ENST00000624234.3	256	1826
PB.30464.2	PB.37921.1	256	1824
PB.30464.2	ENST00000652021.1	256	1815
PB.30464.2	PB.45467.1	256	1631
PB.30464.2	PB.45467.4	256	1628
PB.23070.1	ENST00000624234.3	0	1663
PB.23070.1	ENST00000412331.6	256	1663
PB.23070.1	PB.37921.1	256	1663
PB.23070.1	ENST00000652021.1	256	1661
PB.23070.1	PB.45467.1	256	1477
PB.23070.1	PB.45467.4	256	1474
PB.45467.2	PB.37921.1	0	1640
PB.45467.2	ENST00000412331.6	256	1640
PB.45467.2	ENST00000624234.3	256	1640
PB.45467.2	ENST00000652021.1	256	1638
PB.45467.2	PB.45467.1	256	1454
PB.45467.2	PB.45467.4	256	1451
PB.45467.3	ENST00000412331.6	0	1602
PB.45467.3	ENST00000624234.3	256	1602
PB.45467.3	PB.37921.1	256	1602
PB.45467.3	ENST00000652021.1	256	1600
PB.45467.3	PB.45467.1	256	1416
PB.45467.3	PB.45467.4	256	1413
PB.30464.3	ENST00000412331.6	0	1742
PB.30464.3	ENST00000624234.3	256	1742
PB.30464.3	PB.37921.1	256	1742
PB.30464.3	ENST00000652021.1	256	1742
PB.30464.3	PB.45467.1	256	1556
PB.30464.3	PB.45467.4	256	1606
PB.68286.1	ENST00000652021.1	0	1216
PB.68286.1	ENST00000412331.6	256	1216
PB.68286.1	ENST00000624234.3	256	1216
PB.68286.1	PB.37921.1	256	1216
PB.68286.1	PB.45467.4	256	1216
PB.68286.1	PB.45467.1	256	1030
PB.150565.2		4	0
PB.83194.1	PB.52991.1	0	1049
PB.83194.1	PB.37922.1	256	1049
PB.83194.1	PB.150566.1	256	1049
PB.83194.1	ENST00000215957.10	256	1049
PB.83194.1	PB.88820.1	256	1048
PB.83194.1	PB.88820.2	256	1040
PB.111638.1	ENST00000442738.7	0	439
PB.111638.1	PB.103772.1	256	365
PB.111638.1	ENST00000470701.1	256	332
PB.111638.1	PB.111638.2	256	356
PB.150567.1	ENST00000360880.6	0	2607
PB.150567.1	PB.150567.3	256	2595
PB.150567.1	ENST00000396884.8	256	2595
PB.150567.1	PB.164593.1	256	2441
PB.30467.1	PB.164593.1	0	2041
PB.30467.1	ENST00000360880.6	256	2038
PB.30467.1	PB.37923.1	256	2031
PB.30467.1	ENST00000396884.8	256	2026
PB.30467.1	PB.150567.3	256	2026
PB.150567.2	ENST00000360880.6	0	2605
PB.150567.2	ENST00000396884.8	256	2593
PB.150567.2	PB.150567.3	256	2593
PB.150567.2	PB.164593.1	256	2439
PB.150567.2	PB.37923.1	256	2100
PB.68287.1	PB.164593.1	0	1430
PB.68287.1	ENST00000360880.6	256	1427
PB.68287.1	PB.37923.1	256	1420
PB.68287.1	PB.150567.3	256	1415
PB.68287.1	ENST00000396884.8	256	1415
PB.23072.2	PB.37923.1	0	2056
PB.23072.2	PB.150567.3	256	2056
PB.23072.2	ENST00000360880.6	256	2056
PB.23072.2	ENST00000396884.8	256	2056
PB.23072.2	PB.164593.1	256	2056
PB.150567.4	ENST00000396884.8	0	2586
PB.150567.4	PB.150567.3	256	2586
PB.150567.4	ENST00000360880.6	256	2487
PB.150567.4	PB.164593.1	256	2274
PB.83198.1		4	0
PB.96170.1		4	0
PB.37924.1	ENST00000404072.7	0	1873
PB.37924.1	PB.37924.2	256	1873
PB.37924.1	PB.23075.1	256	1872
PB.37924.1	ENST00000356976.8	256	1872
PB.37924.1	PB.157482.1	256	1363
PB.37924.1	PB.30469.1	256	1738
PB.164594.1	PB.23075.1	0	1701
PB.164594.1	ENST00000356976.8	256	1696
PB.164594.1	PB.157482.1	256	1193
PB.164594.1	PB.30469.1	256	1563
PB.164594.1	PB.37924.2	256	1518
PB.164594.1	ENST00000404072.7	256	1512
PB.83199.1	PB.23076.1	0	983
PB.83199.1	ENST00000381669.8	256	969
PB.124821.1	ENST00000663895.1	0	1176
PB.124821.1	ENST00000332509.8	256	1176
PB.124821.1	PB.137374.1	256	1176
PB.124821.1	PB.137374.2	256	1659
PB.124821.1	PB.137374.3	256	1658
PB.124821.1	ENST00000402064.5	256	1655
PB.130903.1	ENST00000332509.8	0	3257
PB.130903.1	PB.137374.1	256	3132
PB.130903.1	ENST00000663895.1	256	3129
PB.130903.1	PB.137374.3	256	2899
PB.130903.1	ENST00000335539.7	256	2860
PB.130903.1	PB.137374.2	256	2782
PB.88822.1	ENST00000332509.8	0	2441
PB.88822.1	ENST00000663895.1	256	2327
PB.88822.1	PB.137374.1	256	2326
PB.88822.1	PB.137374.3	256	2117
PB.88822.1	ENST00000335539.7	256	2077
PB.88822.1	PB.137374.2	256	2002
PB.88822.4	ENST00000332509.8	0	2266
PB.88822.4	ENST00000663895.1	256	2210
PB.88822.4	PB.137374.1	256	2209
