artifact	assigned_transcript	rescue_mode	origin	reintroduced
PB.30450.1	PB.143876.1	ml_mapping	lr_defined	no
PB.30450.2	PB.143876.1	ml_mapping	lr_defined	no
PB.30450.3	PB.143876.1	ml_mapping	lr_defined	no
PB.30454.2	PB.37907.1	ml_mapping	lr_defined	no
PB.30454.3	PB.37907.1	ml_mapping	lr_defined	no
PB.30456.1	ENST00000403888.7	ml_mapping	reference	no
PB.30457.2	PB.37910.2	ml_mapping	lr_defined	no
PB.30458.1	PB.23065.1	ml_mapping	lr_defined	no
PB.30460.2	PB.143883.7	ml_mapping	lr_defined	no
PB.30463.1	ENST00000215941.9	ml_mapping	reference	no
PB.30463.2	ENST00000215941.9	ml_mapping	reference	no
PB.30464.2	PB.37921.1	ml_mapping	lr_defined	no
PB.30464.3	PB.37921.1	ml_mapping	lr_defined	no
PB.30467.1	PB.150567.3	ml_mapping	lr_defined	no
PB.30471.2	PB.150569.3	ml_mapping	lr_defined	no
PB.30478.1	PB.23084.1	ml_mapping	lr_defined	no
PB.30492.3	PB.23097.1	ml_mapping	lr_defined	no
PB.30499.2	PB.37962.1	ml_mapping	lr_defined	no
PB.30499.3	PB.37962.1	ml_mapping	lr_defined	no
PB.30504.1	PB.23109.1	ml_mapping	lr_defined	no
PB.30509.1	PB.45510.2	ml_mapping	lr_defined	no
PB.30510.1	PB.30510.2	ml_mapping	lr_defined	no
PB.30516.1	ENST00000252934.10	ml_mapping	reference	no
PB.30520.2	PB.53055.2	ml_mapping	lr_defined	no
PB.30523.1	PB.88862.2	ml_mapping	lr_defined	no
PB.30523.2	PB.88862.2	ml_mapping	lr_defined	no
PB.30523.3	PB.88862.2	ml_mapping	lr_defined	no
PB.30529.1	PB.164653.1	ml_mapping	lr_defined	no
PB.30530.1	ENST00000380903.7	ml_mapping	reference	yes
PB.30539.1	ENST00000395701.7	ml_mapping	reference	yes
PB.30541.2	PB.53068.2	ml_mapping	lr_defined	no
PB.30543.1	ENST00000405237.7	ml_mapping	reference	no
PB.30544.3	ENST00000216124.10	ml_mapping	reference	yes
PB.37825.1	PB.52882.2	ml_mapping	lr_defined	no
PB.37835.1	ENST00000263201.7	ml_mapping	reference	no
PB.37835.2	ENST00000263201.7	ml_mapping	reference	no
PB.37839.1	ENST00000263207.8	ml_mapping	reference	no
PB.37840.1	ENST00000432883.5	ml_mapping	reference	no
PB.37840.3	PB.15682.1	ml_mapping	lr_defined	no
PB.37850.1	PB.164530.1	ml_mapping	lr_defined	no
PB.37852.2	PB.37852.1	ml_mapping	lr_defined	no
PB.37857.1	ENST00000498589.1	ml_mapping	reference	yes
PB.37860.2	PB.15703.1	ml_mapping	lr_defined	no
PB.37860.4	PB.23012.4	ml_mapping	lr_defined	no
PB.37863.1	PB.37863.2	ml_mapping	lr_defined	no
PB.37865.1	ENST00000215829.8	ml_mapping	reference	no
PB.37866.1	PB.96115.2	ml_mapping	lr_defined	no
PB.37869.2	PB.37869.1	ml_mapping	lr_defined	no
PB.37871.2	PB.164554.2	ml_mapping	lr_defined	no
PB.37871.3	PB.164554.2	ml_mapping	lr_defined	no
PB.37871.4	PB.164554.2	ml_mapping	lr_defined	no
PB.37875.3	PB.164557.1	ml_mapping	lr_defined	no
PB.37878.2	PB.30422.2	ml_mapping	lr_defined	no
PB.37883.1	PB.30431.2	ml_mapping	lr_defined	no
PB.37890.1	PB.164576.2	ml_mapping	lr_defined	no
PB.37891.2	PB.45443.1	ml_mapping	lr_defined	no
PB.37892.1	PB.30441.1	ml_mapping	lr_defined	no
PB.37895.1	ENST00000402320.6	ml_mapping	reference	yes
PB.37900.2	PB.23054.1	ml_mapping	lr_defined	no
PB.37902.1	PB.143876.1	ml_mapping	lr_defined	no
PB.37907.3	PB.37907.1	ml_mapping	lr_defined	no
PB.37910.1	PB.37910.2	ml_mapping	lr_defined	no
PB.37912.1	PB.23065.1	ml_mapping	lr_defined	no
PB.37912.2	PB.23065.1	ml_mapping	lr_defined	no
PB.37914.1	PB.157479.1	ml_mapping	lr_defined	no
PB.37914.2	PB.157479.1	ml_mapping	lr_defined	no
PB.37920.1	ENST00000215941.9	ml_mapping	reference	no
PB.37924.1	PB.23075.1	ml_mapping	lr_defined	no
PB.37932.1	PB.157484.1	ml_mapping	lr_defined	no
PB.37938.3	PB.68302.2	ml_mapping	lr_defined	no
PB.37939.1	PB.130913.2	ml_mapping	lr_defined	no
PB.37943.1	PB.8707.3	ml_mapping	lr_defined	no
PB.37944.4	PB.45488.3	ml_mapping	lr_defined	no
PB.37952.1	PB.75788.2	ml_mapping	lr_defined	no
PB.3796.1	PB.124736.1	ml_mapping	lr_defined	no
PB.3796.2	PB.124736.1	ml_mapping	lr_defined	no
PB.37962.2	PB.37962.1	ml_mapping	lr_defined	no
PB.37962.3	PB.37962.1	ml_mapping	lr_defined	no
PB.37965.1	PB.23109.1	ml_mapping	lr_defined	no
PB.37965.2	PB.23109.1	ml_mapping	lr_defined	no
PB.37974.1	ENST00000441876.7	ml_mapping	reference	no
PB.37974.2	ENST00000441876.7	ml_mapping	reference	no
PB.37976.1	ENST00000252934.10	ml_mapping	reference	no
PB.37979.2	PB.150620.3	ml_mapping	lr_defined	no
PB.37981.1	PB.150622.2	ml_mapping	lr_defined	no
PB.37988.1	ENST00000413817.8	ml_mapping	reference	no
PB.37993.1	ENST00000420993.7	ml_mapping	reference	no
PB.37994.2	PB.53068.2	ml_mapping	lr_defined	no
PB.37996.2	ENST00000216124.10	ml_mapping	reference	no
PB.37996.3	ENST00000216124.10	ml_mapping	reference	no
PB.3804.2	PB.3804.1	ml_mapping	lr_defined	no
PB.3811.2	ENST00000354336.8	ml_mapping	reference	no
PB.3811.3	ENST00000354336.8	ml_mapping	reference	no
PB.3813.1	ENST00000215832.11	ml_mapping	reference	yes
PB.3814.2	ENST00000263212.10	ml_mapping	reference	no
PB.3814.4	PB.164538.1	ml_mapping	lr_defined	no
PB.3820.2	PB.3820.1	ml_mapping	lr_defined	no
PB.3820.5	PB.8661.1	ml_mapping	lr_defined	no
PB.3821.3	PB.3821.2	ml_mapping	lr_defined	no
PB.3821.4	PB.3821.1	ml_mapping	lr_defined	no
PB.3821.6	PB.3821.2	ml_mapping	lr_defined	no
PB.3827.6	PB.3827.5	ml_mapping	lr_defined	no
PB.3828.1	PB.88800.3	ml_mapping	lr_defined	no
PB.3830.4	ENST00000338641.10	ml_mapping	reference	yes
PB.3831.3	PB.3831.1	ml_mapping	lr_defined	no
PB.3835.1	ENST00000327423.11	ml_mapping	reference	yes
PB.3836.4	PB.3836.3	ml_mapping	lr_defined	no
PB.3841.11	PB.3841.13	ml_mapping	lr_defined	no
PB.3841.12	PB.3841.13	ml_mapping	lr_defined	no
PB.3841.14	PB.3841.13	ml_mapping	lr_defined	no
PB.3841.15	PB.3841.13	ml_mapping	lr_defined	no
PB.3841.16	PB.3841.13	ml_mapping	lr_defined	no
PB.3841.21	PB.3841.13	ml_mapping	lr_defined	no
PB.3841.24	PB.3841.13	ml_mapping	lr_defined	no
PB.3844.2	PB.3844.1	ml_mapping	lr_defined	no
PB.3846.1	PB.124823.2	ml_mapping	lr_defined	no
PB.3848.1	ENST00000396821.8	ml_mapping	reference	yes
PB.3852.3	ENST00000325301.7	ml_mapping	reference	no
PB.3853.2	PB.3853.1	ml_mapping	lr_defined	no
PB.3854.1	PB.45484.2	ml_mapping	lr_defined	no
PB.3856.1	ENST00000357137.9	ml_mapping	reference	no
PB.3861.3	ENST00000668666.1	ml_mapping	reference	yes
PB.3863.3	ENST00000361204.9	ml_mapping	reference	no
PB.3863.4	ENST00000361204.9	ml_mapping	reference	no
PB.3863.6	PB.8715.2	ml_mapping	lr_defined	no
PB.3865.3	PB.3865.2	ml_mapping	lr_defined	no
PB.3867.2	ENST00000381176.5	ml_mapping	reference	yes
PB.3869.4	ENST00000347635.9	ml_mapping	reference	no
PB.3870.1	ENST00000262735.9	ml_mapping	reference	yes
PB.3872.2	PB.150621.1	ml_mapping	lr_defined	no
PB.3876.7	PB.3876.5	ml_mapping	lr_defined	no
PB.3877.4	PB.3877.1	ml_mapping	lr_defined	no
PB.3877.5	PB.3877.1	ml_mapping	lr_defined	no
PB.45357.1	PB.30360.2	ml_mapping	lr_defined	no
PB.45357.2	PB.30360.2	ml_mapping	lr_defined	no
PB.45357.3	PB.30360.2	ml_mapping	lr_defined	no
PB.45357.4	PB.30360.2	ml_mapping	lr_defined	no
PB.45360.1	ENST00000622694.5	ml_mapping	reference	yes
PB.45363.1	PB.37831.1	ml_mapping	lr_defined	no
PB.45368.1	PB.30374.8	ml_mapping	lr_defined	no
PB.45368.2	ENST00000263201.7	ml_mapping	reference	no
PB.45368.3	ENST00000263201.7	ml_mapping	reference	no
PB.45368.4	ENST00000263201.7	ml_mapping	reference	no
PB.45368.5	ENST00000263201.7	ml_mapping	reference	no
PB.45374.1	PB.130833.1	ml_mapping	lr_defined	no
PB.45375.1	ENST00000043402.8	ml_mapping	reference	no
PB.45390.2	PB.150505.1	ml_mapping	lr_defined	no
PB.45406.1	ENST00000215829.8	ml_mapping	reference	no
PB.45408.1	ENST00000444995.7	ml_mapping	reference	no
PB.45410.1	PB.37869.1	ml_mapping	lr_defined	no
PB.45415.2	PB.164554.2	ml_mapping	lr_defined	no
PB.45417.2	PB.150522.2	ml_mapping	lr_defined	no
PB.45417.2	PB.45417.1	ml_mapping	lr_defined	no
PB.45419.2	PB.45419.1	ml_mapping	lr_defined	no
PB.45419.3	PB.45419.1	ml_mapping	lr_defined	no
PB.45421.2	ENST00000618518.3	ml_mapping	reference	yes
PB.45432.1	PB.124797.1	ml_mapping	lr_defined	no
PB.45439.1	ENST00000397523.5	ml_mapping	reference	no
PB.45447.2	PB.15751.3	ml_mapping	lr_defined	no
PB.45456.1	PB.37907.1	ml_mapping	lr_defined	no
PB.45456.2	PB.37907.1	ml_mapping	lr_defined	no
PB.45460.1	PB.37910.2	ml_mapping	lr_defined	no
PB.45462.1	PB.23065.1	ml_mapping	lr_defined	no
PB.45464.1	PB.157480.3	ml_mapping	lr_defined	no
PB.45466.1	ENST00000215941.9	ml_mapping	reference	no
PB.45467.2	PB.37921.1	ml_mapping	lr_defined	no
PB.45467.3	PB.37921.1	ml_mapping	lr_defined	no
PB.45470.1	PB.124822.2	ml_mapping	lr_defined	no
PB.45471.3	PB.150569.3	ml_mapping	lr_defined	no
PB.45472.1	PB.164598.1	ml_mapping	lr_defined	no
PB.45473.2	PB.45473.1	ml_mapping	lr_defined	no
PB.45486.2	PB.8707.2	ml_mapping	lr_defined	no
PB.45487.2	PB.45487.1	ml_mapping	lr_defined	no
PB.45504.1	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.10	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.2	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.4	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.5	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.6	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.7	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.8	PB.37962.1	ml_mapping	lr_defined	no
PB.45504.9	PB.37962.1	ml_mapping	lr_defined	no
PB.45508.1	ENST00000338758.12	ml_mapping	reference	no
PB.45510.3	PB.45510.2	ml_mapping	lr_defined	no
PB.45525.3	ENST00000215659.13	ml_mapping	reference	yes
PB.45531.2	PB.53068.2	ml_mapping	lr_defined	no
PB.45533.2	ENST00000356098.9	ml_mapping	reference	yes
PB.45533.3	PB.45533.4	ml_mapping	lr_defined	no
PB.52887.1	PB.83100.1	ml_mapping	lr_defined	no
PB.52887.2	ENST00000610959.4	ml_mapping	reference	no
PB.52895.1	PB.30374.8	ml_mapping	lr_defined	no
PB.52895.2	PB.30374.8	ml_mapping	lr_defined	no
PB.52904.1	PB.137306.1	ml_mapping	lr_defined	no
PB.52905.1	PB.157402.1	ml_mapping	lr_defined	no
PB.52912.1	PB.37852.1	ml_mapping	lr_defined	no
PB.52915.3	ENST00000342192.9	ml_mapping	reference	no
PB.52928.1	ENST00000644036.2	ml_mapping	reference	yes
PB.52928.2	ENST00000644036.2	ml_mapping	reference	no
PB.52937.2	PB.164554.2	ml_mapping	lr_defined	no
PB.52939.2	PB.45417.1	ml_mapping	lr_defined	no
PB.52939.3	PB.45417.1	ml_mapping	lr_defined	no
PB.52941.2	PB.45419.1	ml_mapping	lr_defined	no
PB.52947.2	PB.52947.1	ml_mapping	lr_defined	no
PB.52952.1	ENST00000255858.12	ml_mapping	reference	no
PB.52954.1	PB.30431.2	ml_mapping	lr_defined	no
PB.52955.1	ENST00000215838.8	ml_mapping	reference	yes
PB.52961.1	ENST00000397523.5	ml_mapping	reference	no
PB.52972.1	PB.137362.1	ml_mapping	lr_defined	no
PB.52975.3	PB.45454.1	ml_mapping	lr_defined	no
PB.52976.2	PB.37907.1	ml_mapping	lr_defined	no
PB.52978.2	PB.52978.1	ml_mapping	lr_defined	no
PB.52981.1	PB.75752.2	ml_mapping	lr_defined	no
PB.52983.1	PB.23065.1	ml_mapping	lr_defined	no
PB.52983.2	PB.23065.1	ml_mapping	lr_defined	no
PB.52984.1	PB.8695.1	ml_mapping	lr_defined	no
PB.52989.2	PB.60675.3	ml_mapping	lr_defined	no
PB.52994.1	ENST00000443658.5	ml_mapping	reference	yes
PB.53005.1	ENST00000216099.13	ml_mapping	reference	yes
PB.53007.1	PB.60695.2	ml_mapping	lr_defined	no
PB.53014.1	PB.8707.2	ml_mapping	lr_defined	no
PB.53015.1	PB.45487.1	ml_mapping	lr_defined	no
PB.53015.3	PB.45487.1	ml_mapping	lr_defined	no
PB.53016.2	PB.45488.3	ml_mapping	lr_defined	no
PB.53022.2	PB.60710.1	ml_mapping	lr_defined	no
PB.53024.2	ENST00000263256.7	ml_mapping	reference	no
PB.53025.1	ENST00000359308.8	ml_mapping	reference	yes
PB.53031.1	ENST00000381348.4	ml_mapping	reference	no
PB.53033.1	ENST00000396398.8	ml_mapping	reference	no
PB.53035.1	PB.164625.1	ml_mapping	lr_defined	no
PB.53037.1	PB.37962.1	ml_mapping	lr_defined	no
PB.53037.3	PB.37962.1	ml_mapping	lr_defined	no
PB.53039.3	ENST00000266254.12	ml_mapping	reference	yes
PB.53049.1	PB.68342.2	ml_mapping	lr_defined	no
PB.53055.4	PB.143933.1	ml_mapping	lr_defined	no
PB.53059.1	ENST00000328268.9	ml_mapping	reference	yes
PB.53060.1	PB.37985.1	ml_mapping	lr_defined	no
PB.53061.2	PB.150631.2	ml_mapping	lr_defined	no
PB.53062.1	ENST00000380903.7	ml_mapping	reference	no
PB.53063.4	ENST00000215659.13	ml_mapping	reference	no
PB.53063.5	PB.130957.1	ml_mapping	lr_defined	no
PB.53068.1	PB.83272.1	ml_mapping	lr_defined	no
PB.53070.1	PB.60757.1	ml_mapping	lr_defined	no
PB.60583.1	PB.52882.2	ml_mapping	lr_defined	no
PB.60585.2	PB.30360.2	ml_mapping	lr_defined	no
PB.60585.3	PB.30360.2	ml_mapping	lr_defined	no
PB.60588.1	PB.137296.4	ml_mapping	lr_defined	no
PB.60595.2	PB.60595.1	ml_mapping	lr_defined	no
PB.60595.3	ENST00000403325.5	ml_mapping	reference	yes
PB.60600.4	PB.60600.2	ml_mapping	lr_defined	no
PB.60617.1	ENST00000407422.8	ml_mapping	reference	yes
PB.60623.1	ENST00000215829.8	ml_mapping	reference	no
PB.60632.1	PB.164554.2	ml_mapping	lr_defined	no
PB.60634.1	PB.45419.1	ml_mapping	lr_defined	no
PB.60634.2	PB.45419.1	ml_mapping	lr_defined	no
PB.60643.3	PB.15734.1	ml_mapping	lr_defined	no
PB.60647.1	PB.60647.2	ml_mapping	lr_defined	no
PB.60652.1	PB.3836.1	ml_mapping	lr_defined	no
PB.60655.1	PB.52965.2	ml_mapping	lr_defined	no
PB.60655.1	PB.45444.2	ml_mapping	lr_defined	no
PB.60655.2	PB.37893.2	ml_mapping	lr_defined	no
PB.60665.1	PB.45454.1	ml_mapping	lr_defined	no
PB.60665.2	PB.45454.1	ml_mapping	lr_defined	no
PB.60667.1	PB.52979.1	ml_mapping	lr_defined	no
PB.60670.1	PB.8695.1	ml_mapping	lr_defined	no
PB.60672.1	ENST00000359114.9	ml_mapping	reference	yes
PB.60681.2	PB.124822.2	ml_mapping	lr_defined	no
PB.60681.4	PB.124822.2	ml_mapping	lr_defined	no
PB.60684.1	PB.45473.1	ml_mapping	lr_defined	no
PB.60684.2	PB.45473.1	ml_mapping	lr_defined	no
PB.60686.1	PB.157484.1	ml_mapping	lr_defined	no
PB.60687.1	PB.83207.2	ml_mapping	lr_defined	no
PB.60693.1	PB.60693.3	ml_mapping	lr_defined	no
PB.60695.3	PB.68302.2	ml_mapping	lr_defined	no
PB.60699.3	PB.45484.2	ml_mapping	lr_defined	no
PB.60699.4	PB.45484.1	ml_mapping	lr_defined	no
PB.60701.1	PB.8707.3	ml_mapping	lr_defined	no
PB.60703.3	PB.45488.3	ml_mapping	lr_defined	no
PB.60711.1	PB.68322.1	ml_mapping	lr_defined	no
PB.60721.1	PB.37962.1	ml_mapping	lr_defined	no
PB.60721.2	PB.37962.1	ml_mapping	lr_defined	no
PB.60721.3	PB.37962.1	ml_mapping	lr_defined	no
PB.60721.4	PB.37962.1	ml_mapping	lr_defined	no
PB.60721.5	PB.37962.1	ml_mapping	lr_defined	no
PB.60721.6	PB.37962.1	ml_mapping	lr_defined	no
PB.60721.7	PB.37962.1	ml_mapping	lr_defined	no
PB.60722.1	PB.53039.1	ml_mapping	lr_defined	no
PB.60725.2	ENST00000338758.12	ml_mapping	reference	no
PB.60725.3	PB.75806.2	ml_mapping	lr_defined	no
PB.60725.4	ENST00000338758.12	ml_mapping	reference	no
PB.60740.4	PB.53055.2	ml_mapping	lr_defined	no
PB.60740.5	PB.60740.6	ml_mapping	lr_defined	no
PB.60740.7	PB.53055.2	ml_mapping	lr_defined	no
PB.60742.1	PB.88862.2	ml_mapping	lr_defined	no
PB.60746.1	ENST00000328268.9	ml_mapping	reference	no
PB.60746.2	ENST00000328268.9	ml_mapping	reference	no
PB.60746.3	ENST00000328268.9	ml_mapping	reference	no
PB.60748.1	PB.68352.4	ml_mapping	lr_defined	no
PB.60748.3	PB.164653.3	ml_mapping	lr_defined	no
PB.60749.1	ENST00000380903.7	ml_mapping	reference	no
PB.60758.1	ENST00000453344.6	ml_mapping	reference	yes
PB.68183.1	ENST00000592918.5	ml_mapping	reference	yes
PB.68185.2	PB.30360.2	ml_mapping	lr_defined	no
PB.68187.1	PB.130819.6	ml_mapping	lr_defined	no
PB.68191.2	PB.83100.1	ml_mapping	lr_defined	no
PB.68192.1	ENST00000640084.1	ml_mapping	reference	yes
PB.68200.1	PB.60595.1	ml_mapping	lr_defined	no
PB.68201.4	PB.75679.1	ml_mapping	lr_defined	no
PB.68201.5	PB.60596.1	ml_mapping	lr_defined	no
PB.68217.1	PB.164538.1	ml_mapping	lr_defined	no
PB.68224.1	PB.3820.4	ml_mapping	lr_defined	no
PB.68236.1	PB.164554.2	ml_mapping	lr_defined	no
PB.68236.3	PB.164554.2	ml_mapping	lr_defined	no
PB.68236.4	PB.45415.1	ml_mapping	lr_defined	no
PB.68238.1	PB.45419.1	ml_mapping	lr_defined	no
PB.68241.2	PB.88800.3	ml_mapping	lr_defined	no
PB.68246.2	PB.143852.2	ml_mapping	lr_defined	no
PB.68258.1	ENST00000397523.5	ml_mapping	reference	no
PB.68259.1	PB.164576.2	ml_mapping	lr_defined	no
PB.68267.1	ENST00000216106.6	ml_mapping	reference	yes
PB.68270.1	ENST00000405409.6	ml_mapping	reference	yes
PB.68270.2	PB.137362.1	ml_mapping	lr_defined	no
PB.68270.3	PB.137362.1	ml_mapping	lr_defined	no
PB.68270.5	PB.137362.1	ml_mapping	lr_defined	no
PB.68270.6	ENST00000405409.6	ml_mapping	reference	no
PB.68273.2	PB.45454.1	ml_mapping	lr_defined	no
PB.68275.2	PB.68275.1	ml_mapping	lr_defined	no
PB.68278.1	PB.37910.2	ml_mapping	lr_defined	no
PB.68280.2	PB.8695.1	ml_mapping	lr_defined	no
PB.68285.1	PB.52989.1	ml_mapping	lr_defined	no
PB.68286.1	PB.37921.1	ml_mapping	lr_defined	no
PB.68287.1	PB.150567.3	ml_mapping	lr_defined	no
PB.68296.1	PB.157484.1	ml_mapping	lr_defined	no
PB.68297.1	PB.83207.2	ml_mapping	lr_defined	no
PB.68301.1	PB.60694.1	ml_mapping	lr_defined	no
PB.68307.1	ENST00000344138.9	ml_mapping	reference	no
PB.68309.1	PB.45484.2	ml_mapping	lr_defined	no
PB.68316.1	ENST00000420537.1	ml_mapping	reference	yes
PB.68316.2	ENST00000420537.1	ml_mapping	reference	no
PB.68322.2	PB.75788.2	ml_mapping	lr_defined	no
PB.68328.1	ENST00000327678.10	ml_mapping	reference	no
PB.68328.2	ENST00000327678.10	ml_mapping	reference	no
PB.68328.3	ENST00000327678.10	ml_mapping	reference	no
PB.68330.2	PB.130934.6	ml_mapping	lr_defined	no
PB.68331.1	PB.37962.1	ml_mapping	lr_defined	no
PB.68331.3	PB.37962.1	ml_mapping	lr_defined	no
PB.68331.4	PB.37962.1	ml_mapping	lr_defined	no
PB.68337.2	PB.75806.2	ml_mapping	lr_defined	no
PB.68338.1	ENST00000422871.5	ml_mapping	reference	no
PB.68338.2	ENST00000422871.5	ml_mapping	reference	no
PB.68338.3	ENST00000422871.5	ml_mapping	reference	no
PB.68346.1	PB.60740.2	ml_mapping	lr_defined	no
PB.68346.2	PB.53055.2	ml_mapping	lr_defined	no
PB.68350.1	ENST00000328268.9	ml_mapping	reference	no
PB.68352.2	PB.164653.1	ml_mapping	lr_defined	no
PB.68352.3	PB.68352.4	ml_mapping	lr_defined	no
PB.68356.1	PB.45527.1	ml_mapping	lr_defined	no
PB.68359.2	PB.30538.1	ml_mapping	lr_defined	no
PB.68362.1	PB.53068.2	ml_mapping	lr_defined	no
PB.68363.1	PB.60755.1	ml_mapping	lr_defined	no
PB.68364.1	PB.60757.1	ml_mapping	lr_defined	no
PB.75665.1	ENST00000592918.5	ml_mapping	reference	no
PB.75667.1	ENST00000253413.10	ml_mapping	reference	yes
PB.75670.1	PB.157386.1	ml_mapping	lr_defined	no
PB.75671.1	ENST00000640084.1	ml_mapping	reference	no
PB.75671.2	ENST00000640084.1	ml_mapping	reference	no
PB.75676.1	ENST00000263208.5	ml_mapping	reference	yes
PB.75677.1	ENST00000399568.5	ml_mapping	reference	yes
PB.75679.2	PB.75679.1	ml_mapping	lr_defined	no
PB.75683.2	PB.68204.1	ml_mapping	lr_defined	no
PB.75685.2	PB.130834.1	ml_mapping	lr_defined	no
PB.75692.2	PB.83123.2	ml_mapping	lr_defined	no
PB.75692.3	PB.83123.2	ml_mapping	lr_defined	no
PB.75695.4	PB.68214.4	ml_mapping	lr_defined	no
PB.75701.1	PB.164538.1	ml_mapping	lr_defined	no
PB.75708.1	ENST00000335473.12	ml_mapping	reference	yes
PB.75710.2	PB.143838.4	ml_mapping	lr_defined	no
PB.75714.1	PB.88792.1	ml_mapping	lr_defined	no
PB.75714.2	PB.88792.1	ml_mapping	lr_defined	no
PB.75720.1	PB.88800.1	ml_mapping	lr_defined	no
PB.75725.3	PB.75725.2	ml_mapping	lr_defined	no
PB.75728.1	PB.60647.2	ml_mapping	lr_defined	no
PB.75737.3	ENST00000216106.6	ml_mapping	reference	no
PB.75740.1	PB.164580.1	ml_mapping	lr_defined	no
PB.75743.1	PB.137362.1	ml_mapping	lr_defined	no
PB.75743.2	ENST00000405409.6	ml_mapping	reference	no
PB.75746.2	PB.45454.1	ml_mapping	lr_defined	no
PB.75748.1	PB.83183.1	ml_mapping	lr_defined	no
PB.75750.3	PB.75750.1	ml_mapping	lr_defined	no
PB.75752.1	PB.75752.2	ml_mapping	lr_defined	no
PB.75757.1	PB.60675.3	ml_mapping	lr_defined	no
PB.75763.6	PB.124823.2	ml_mapping	lr_defined	no
PB.75766.1	PB.83207.2	ml_mapping	lr_defined	no
PB.75766.4	PB.83207.2	ml_mapping	lr_defined	no
PB.75771.1	PB.60693.3	ml_mapping	lr_defined	no
PB.75774.1	PB.68302.2	ml_mapping	lr_defined	no
PB.75774.5	PB.68302.2	ml_mapping	lr_defined	no
PB.75774.6	PB.68302.2	ml_mapping	lr_defined	no
PB.75774.7	PB.68302.2	ml_mapping	lr_defined	no
PB.75778.1	PB.8707.2	ml_mapping	lr_defined	no
PB.75781.2	PB.68314.1	ml_mapping	lr_defined	no
PB.75788.1	PB.75788.2	ml_mapping	lr_defined	no
PB.75790.1	ENST00000359308.8	ml_mapping	reference	no
PB.75795.1	PB.83240.1	ml_mapping	lr_defined	no
PB.75795.2	PB.83240.1	ml_mapping	lr_defined	no
PB.75797.1	PB.37960.3	ml_mapping	lr_defined	no
PB.75802.1	PB.83247.2	ml_mapping	lr_defined	no
PB.75802.2	PB.68334.2	ml_mapping	lr_defined	no
PB.75806.1	ENST00000338758.12	ml_mapping	reference	no
PB.75808.1	PB.30510.2	ml_mapping	lr_defined	no
PB.75810.1	PB.157528.1	ml_mapping	lr_defined	no
PB.75815.1	ENST00000454366.2	ml_mapping	reference	yes
PB.75828.1	ENST00000656328.1	ml_mapping	reference	yes
PB.83094.2	PB.164508.1	ml_mapping	lr_defined	no
PB.83094.3	PB.137290.2	ml_mapping	lr_defined	no
PB.83095.1	ENST00000592107.5	ml_mapping	reference	yes
PB.83095.2	PB.83095.4	ml_mapping	lr_defined	no
PB.83104.1	ENST00000263208.5	ml_mapping	reference	no
PB.83105.1	PB.68195.2	ml_mapping	lr_defined	no
PB.83109.1	PB.60595.1	ml_mapping	lr_defined	no
PB.83111.1	PB.75679.1	ml_mapping	lr_defined	no
PB.83112.1	ENST00000263207.8	ml_mapping	reference	no
PB.83116.3	PB.83116.2	ml_mapping	lr_defined	no
PB.83116.5	PB.83116.2	ml_mapping	lr_defined	no
PB.83116.7	PB.60600.2	ml_mapping	lr_defined	no
PB.83117.1	PB.130834.1	ml_mapping	lr_defined	no
PB.83121.2	PB.83121.1	ml_mapping	lr_defined	no
PB.83123.1	PB.83123.2	ml_mapping	lr_defined	no
PB.83124.1	ENST00000452284.1	ml_mapping	reference	yes
PB.83125.1	PB.150501.1	ml_mapping	lr_defined	no
PB.83129.1	PB.83129.2	ml_mapping	lr_defined	no
PB.83130.1	PB.52918.1	ml_mapping	lr_defined	no
PB.83134.1	PB.130845.1	ml_mapping	lr_defined	no
PB.83143.1	ENST00000382734.9	ml_mapping	reference	yes
PB.83146.1	ENST00000449017.6	ml_mapping	reference	yes
PB.83149.1	PB.164554.2	ml_mapping	lr_defined	no
PB.83155.1	ENST00000344318.4	ml_mapping	reference	yes
PB.83155.2	ENST00000344318.4	ml_mapping	reference	no
PB.83155.3	ENST00000344318.4	ml_mapping	reference	no
PB.83155.4	ENST00000344318.4	ml_mapping	reference	no
PB.83159.2	PB.75725.2	ml_mapping	lr_defined	no
PB.83159.3	PB.75725.2	ml_mapping	lr_defined	no
PB.83172.1	ENST00000216106.6	ml_mapping	reference	no
PB.83174.2	PB.83174.1	ml_mapping	lr_defined	no
PB.83180.2	PB.45454.1	ml_mapping	lr_defined	no
PB.83182.1	PB.37907.1	ml_mapping	lr_defined	no
PB.83189.3	PB.83189.1	ml_mapping	lr_defined	no
PB.83194.1	PB.88820.1	ml_mapping	lr_defined	no
PB.83199.1	PB.23076.1	ml_mapping	lr_defined	no
PB.83203.3	PB.124823.2	ml_mapping	lr_defined	no
PB.83204.1	PB.164598.1	ml_mapping	lr_defined	no
PB.83204.2	ENST00000443658.5	ml_mapping	reference	no
PB.83207.1	PB.83207.2	ml_mapping	lr_defined	no
PB.83213.1	PB.75772.1	ml_mapping	lr_defined	no
