rescue_candidate	mapping_hit	alignment_type	alignment_score
PB.137343.1	PB.143852.1	256	2662
PB.137343.1	PB.143852.6	256	2522
PB.137343.1	PB.143852.4	256	2521
PB.137343.1	PB.143852.2	256	2520
PB.137343.1	ENST00000397771.6	256	2494
PB.150530.6	PB.143852.6	0	2683
PB.150530.6	ENST00000397771.6	256	2658
PB.150530.6	PB.143852.4	256	2645
PB.150530.6	PB.143852.2	256	2645
PB.150530.6	PB.143852.5	256	2592
PB.150530.6	ENST00000307790.8	256	2686
PB.130869.1		4	0
PB.30427.1	PB.3831.1	0	2079
PB.30427.1	ENST00000401950.7	256	2079
PB.30427.1	PB.143853.1	256	2079
PB.30427.1	PB.3831.5	256	2079
PB.30427.1	ENST00000323630.9	256	2079
PB.30427.1	ENST00000333027.7	256	2079
PB.111604.1	ENST00000249075.4	0	549
PB.111604.1	PB.124791.2	256	549
PB.111604.1	PB.88801.1	256	549
PB.111604.1	PB.88801.4	256	549
PB.111604.1	PB.88801.2	256	549
PB.111604.1	PB.8674.2	256	547
PB.157451.2	PB.88801.1	0	2474
PB.157451.2	ENST00000249075.4	256	2474
PB.157451.2	PB.124791.2	256	2474
PB.157451.2	PB.88801.2	256	2474
PB.157451.2	PB.88801.4	256	2474
PB.157451.2	PB.8674.2	256	2472
PB.157451.1	PB.124791.2	0	2431
PB.157451.1	PB.88801.1	256	2431
PB.157451.1	PB.88801.4	256	2431
PB.157451.1	PB.88801.2	256	2431
PB.157451.1	ENST00000249075.4	256	2431
PB.157451.1	PB.8674.2	256	2429
PB.150534.3	PB.137344.2	0	2507
PB.150534.3	ENST00000215793.13	256	2490
PB.150534.3	PB.130871.4	256	2030
PB.150534.3	PB.130871.3	256	1958
PB.150534.3	PB.164565.2	256	2294
PB.137344.4	PB.130871.4	0	318
PB.137344.4	PB.137344.2	256	304
PB.137344.4	PB.130871.3	256	290
PB.137344.4	ENST00000215793.13	256	287
PB.83159.2	ENST00000266263.10	0	1008
PB.83159.2	PB.75725.2	256	1006
PB.83159.2	PB.75725.3	256	920
PB.83159.2	PB.83159.3	256	942
PB.83159.2	PB.83159.1	256	855
PB.83159.2	PB.60642.1	256	703
PB.130872.1	PB.60642.1	0	195
PB.96135.2	PB.75725.2	0	814
PB.96135.2	ENST00000266263.10	256	814
PB.96135.2	PB.75725.3	256	739
PB.96135.2	PB.83159.3	256	769
PB.96135.2	PB.83159.1	256	650
PB.96135.2	PB.60642.1	256	531
PB.52952.1	ENST00000255858.12	0	1690
PB.157454.1	ENST00000255858.12	0	2461
PB.37883.1	ENST00000354694.12	0	1630
PB.37883.1	PB.164566.3	256	1487
PB.37883.1	PB.164566.2	256	1485
PB.37883.1	PB.157455.1	256	1294
PB.37883.1	PB.30431.2	256	1603
PB.37883.1	PB.15734.1	256	1579
PB.52954.1	ENST00000354694.12	0	1542
PB.52954.1	PB.164566.2	256	1397
PB.52954.1	PB.30431.2	256	1501
PB.52954.1	PB.15734.1	256	1491
PB.52954.1	PB.157455.1	256	1194
PB.52954.1	PB.164566.3	256	1385
PB.60643.3	PB.15734.1	0	910
PB.60643.3	ENST00000354694.12	256	895
PB.60643.3	PB.23036.1	256	985
PB.60643.3	PB.164566.3	256	778
PB.60643.3	PB.164566.2	256	750
PB.60643.3	PB.30431.2	256	862
PB.150537.5	PB.60643.4	0	1220
PB.52955.1	ENST00000215838.8	0	1575
PB.52955.1	ENST00000450638.5	256	1448
PB.52955.1	ENST00000405742.7	256	1533
PB.52955.1	PB.37884.2	256	1475
PB.52955.1	PB.37884.1	256	1387
PB.52955.1	ENST00000407817.3	256	1369
PB.157457.3	ENST00000334679.4	0	2251
PB.157457.3	ENST00000403268.1	256	2005
PB.137346.2	ENST00000334679.4	0	2030
PB.137346.2	ENST00000403268.1	256	1784
PB.157457.2	ENST00000334679.4	0	2249
PB.157457.2	ENST00000403268.1	256	1983
PB.88804.1	ENST00000332585.11	0	3865
PB.88804.1	ENST00000403222.7	256	3164
PB.88804.2	ENST00000332585.11	0	3941
PB.88804.2	ENST00000403222.7	256	3246
PB.88804.4	ENST00000332585.11	0	3533
PB.88804.4	ENST00000403222.7	256	2837
PB.30432.1	PB.124796.3	0	1437
PB.30432.1	PB.124796.1	256	1383
PB.30432.1	PB.124796.4	256	1446
PB.30432.1	ENST00000437268.6	256	1416
PB.30432.1	ENST00000407373.5	256	1415
PB.30432.1	ENST00000332585.11	256	1415
PB.143859.1	PB.124796.3	0	1546
PB.143859.1	PB.124796.1	256	1492
PB.143859.1	PB.124796.4	256	1555
PB.143859.1	ENST00000437268.6	256	1525
PB.143859.1	ENST00000407373.5	256	1524
PB.143859.1	ENST00000332585.11	256	1524
PB.130873.3	PB.124796.3	0	3215
PB.130873.3	PB.124796.1	256	3161
PB.130873.3	PB.124796.4	256	3224
PB.130873.3	ENST00000332585.11	256	3193
PB.130873.3	ENST00000407373.5	256	3192
PB.130873.3	ENST00000437268.6	256	3182
PB.96136.1	PB.137347.2	0	875
PB.96136.1	ENST00000403222.7	256	875
PB.96136.1	PB.150539.1	256	875
PB.96136.1	PB.23038.1	256	875
PB.96136.1	PB.124796.4	256	875
PB.96136.1	PB.137347.1	256	875
PB.45432.1	PB.137348.1	0	1823
PB.45432.1	PB.124797.1	256	1823
PB.45432.1	PB.23039.1	256	1823
PB.45432.1	ENST00000215862.8	256	1823
PB.45432.1	PB.150540.1	256	1823
PB.45432.1	PB.164568.1	256	1822
PB.150541.1	ENST00000644773.2	0	2674
PB.143862.1	PB.130875.6	0	2340
PB.143862.1	PB.130875.5	256	2340
PB.143862.1	PB.130875.4	256	2340
PB.143862.1	ENST00000333137.12	256	2340
PB.143862.1	PB.130875.3	256	2221
PB.143862.1	PB.124799.3	256	2106
PB.30434.1	PB.130875.4	0	2013
PB.30434.1	ENST00000612341.4	256	2013
PB.30434.1	ENST00000333137.12	256	2013
PB.30434.1	PB.130875.5	256	2013
PB.30434.1	PB.143862.3	256	2013
PB.30434.1	PB.130875.6	256	2013
PB.150543.1	PB.130875.5	0	2254
PB.150543.1	PB.130875.4	256	2254
PB.150543.1	ENST00000333137.12	256	2254
PB.150543.1	PB.130875.6	256	2254
PB.150543.1	PB.130875.7	256	2254
PB.150543.1	PB.130875.3	256	2135
PB.150543.2	PB.130875.4	0	2401
PB.150543.2	PB.130875.7	256	2401
PB.150543.2	PB.130875.6	256	2401
PB.150543.2	ENST00000333137.12	256	2401
PB.150543.2	PB.130875.5	256	2401
PB.150543.2	PB.130875.3	256	2282
PB.15740.1	PB.130875.7	0	2215
PB.15740.1	PB.130875.4	256	2215
PB.15740.1	ENST00000333137.12	256	2215
PB.15740.1	PB.130875.8	256	2215
PB.15740.1	PB.130875.5	256	2215
PB.15740.1	PB.130875.6	256	2215
PB.164569.1	ENST00000333137.12	0	2214
PB.164569.1	PB.130875.7	256	2214
PB.164569.1	PB.130875.6	256	2214
PB.164569.1	PB.130875.4	256	2214
PB.164569.1	PB.130875.5	256	2214
PB.164569.1	PB.130875.3	256	2095
PB.150543.3	PB.130875.4	0	2290
PB.150543.3	PB.130875.7	256	2290
PB.150543.3	ENST00000333137.12	256	2290
PB.150543.3	PB.130875.6	256	2290
PB.150543.3	PB.130875.5	256	2290
PB.150543.3	PB.130875.3	256	2171
PB.130876.1	PB.130876.2	0	3095
PB.130876.1	ENST00000331075.10	256	3086
PB.130876.1	ENST00000412277.6	256	2933
PB.130876.1	PB.130876.3	256	2933
PB.23041.1	PB.15741.1	0	1979
PB.23041.1	ENST00000404390.7	256	1955
PB.23041.1	ENST00000331075.10	256	1768
PB.23041.1	ENST00000405300.5	256	1768
PB.23041.1	ENST00000400294.6	256	1768
PB.23041.1	ENST00000620191.4	256	1771
PB.124800.1	PB.130876.2	0	3114
PB.124800.1	ENST00000331075.10	256	3114
PB.124800.1	ENST00000412277.6	256	2967
PB.124800.1	PB.130876.3	256	2967
PB.130877.1	ENST00000426256.6	0	3262
PB.130877.1	ENST00000326132.11	256	2942
PB.130877.1	PB.143863.3	256	2645
PB.130877.1	ENST00000266252.8	256	2644
PB.130877.1	PB.150544.1	256	2644
PB.130877.2	ENST00000326132.11	0	3019
PB.130877.2	ENST00000426256.6	256	2820
PB.130877.2	PB.143863.3	256	2663
PB.130877.2	ENST00000266252.8	256	2654
PB.130877.2	PB.150544.1	256	2643
PB.130877.2	PB.157461.2	256	2572
PB.130877.3	ENST00000326132.11	0	3016
PB.130877.3	ENST00000426256.6	256	2819
PB.130877.3	PB.143863.3	256	2662
PB.130877.3	ENST00000266252.8	256	2653
PB.130877.3	PB.150544.1	256	2643
PB.130877.3	PB.157461.2	256	2572
PB.130877.4	ENST00000326132.11	0	3011
PB.130877.4	ENST00000426256.6	256	2817
PB.130877.4	PB.143863.3	256	2659
PB.130877.4	ENST00000266252.8	256	2652
PB.130877.4	PB.150544.1	256	2642
PB.130877.4	PB.157461.2	256	2571
PB.137351.3	PB.143863.3	0	2936
PB.137351.3	ENST00000326132.11	256	2771
PB.137351.3	ENST00000266252.8	256	2904
PB.137351.3	PB.150544.1	256	2645
PB.137351.3	ENST00000426256.6	256	2643
PB.137351.3	PB.157461.2	256	2572
PB.137351.2	ENST00000326132.11	0	2815
PB.137351.2	ENST00000426256.6	256	2620
PB.137351.2	PB.143863.3	256	2645
PB.137351.2	PB.150544.1	256	2643
PB.137351.2	ENST00000266252.8	256	2643
PB.137351.2	PB.157461.2	256	2572
PB.143863.1	ENST00000326132.11	0	2363
PB.143863.1	ENST00000426256.6	256	2139
PB.143863.1	PB.143863.3	256	2003
PB.143863.1	ENST00000266252.8	256	1941
PB.143863.1	PB.150544.1	256	1873
PB.143863.2	ENST00000326132.11	0	2815
PB.143863.2	ENST00000426256.6	256	2645
PB.143863.2	PB.150544.1	256	2643
PB.143863.2	ENST00000266252.8	256	2643
PB.143863.2	PB.157461.2	256	2572
PB.143863.2	PB.143863.3	256	2378
PB.137351.4	ENST00000326132.11	0	2774
PB.137351.4	PB.143863.3	256	2778
PB.137351.4	ENST00000426256.6	256	2580
PB.137351.4	ENST00000266252.8	256	2767
PB.137351.4	PB.150544.1	256	2643
PB.137351.4	PB.157461.2	256	2572
PB.157461.1	ENST00000326132.11	0	1801
PB.157461.1	ENST00000426256.6	256	1586
PB.157461.1	ENST00000266252.8	256	1877
PB.157461.1	PB.150544.1	256	1877
PB.157461.1	PB.143863.3	256	1877
PB.143863.4	PB.150544.1	0	2662
PB.143863.4	ENST00000326132.11	256	2706
PB.143863.4	ENST00000426256.6	256	2645
PB.143863.4	PB.143863.3	256	2645
PB.143863.4	ENST00000266252.8	256	2643
PB.143863.4	PB.157461.2	256	2572
PB.164570.1	PB.143863.3	0	2438
PB.164570.1	PB.150544.1	256	2438
PB.164570.1	ENST00000326132.11	256	2438
PB.164570.1	ENST00000426256.6	256	2438
PB.164570.1	ENST00000266252.8	256	2438
PB.164570.1	PB.157461.2	256	2438
PB.130877.6	ENST00000326132.11	0	3010
PB.130877.6	ENST00000426256.6	256	2816
PB.130877.6	PB.143863.3	256	2658
PB.130877.6	ENST00000266252.8	256	2651
PB.130877.6	PB.150544.1	256	2641
PB.130877.6	PB.157461.2	256	2570
PB.143863.5	ENST00000326132.11	0	2819
PB.143863.5	PB.143863.3	256	2819
PB.143863.5	ENST00000266252.8	256	2806
PB.143863.5	ENST00000426256.6	256	2645
PB.143863.5	PB.150544.1	256	2643
PB.143863.5	PB.157461.2	256	2572
PB.137351.5	ENST00000326132.11	0	3031
PB.137351.5	ENST00000426256.6	256	2837
PB.137351.5	PB.143863.3	256	2679
PB.137351.5	ENST00000266252.8	256	2672
PB.137351.5	PB.150544.1	256	2641
PB.137351.5	PB.157461.2	256	2570
PB.130877.7	ENST00000326132.11	0	3015
PB.130877.7	ENST00000426256.6	256	2817
PB.130877.7	PB.143863.3	256	2660
PB.130877.7	ENST00000266252.8	256	2651
PB.130877.7	PB.150544.1	256	2643
PB.130877.7	PB.157461.2	256	2572
PB.143863.6	ENST00000326132.11	0	2900
PB.143863.6	ENST00000426256.6	256	2693
PB.143863.6	PB.143863.3	256	2645
PB.143863.6	PB.150544.1	256	2643
PB.143863.6	ENST00000266252.8	256	2643
PB.143863.6	PB.157461.2	256	2572
PB.45434.1	ENST00000426256.6	0	1759
PB.45434.1	PB.157461.2	256	1759
PB.45434.1	ENST00000326132.11	256	1759
PB.45434.1	PB.150544.1	256	1759
PB.45434.1	ENST00000266252.8	256	1759
PB.45434.1	PB.143863.3	256	1759
PB.150546.1	ENST00000351933.8	0	2759
PB.150546.1	PB.130879.2	256	2599
PB.150546.1	ENST00000266269.10	256	2599
PB.150546.1	ENST00000405309.7	256	2660
PB.150546.1	PB.164573.1	256	2280
PB.130879.1	ENST00000405309.7	0	3229
PB.130879.1	PB.130879.2	256	3142
PB.130879.1	ENST00000266269.10	256	3142
PB.130879.1	ENST00000351933.8	256	3057
PB.137353.3	ENST00000351933.8	0	3016
PB.137353.3	PB.130879.2	256	2855
PB.137353.3	ENST00000266269.10	256	2855
PB.137353.3	ENST00000405309.7	256	2917
PB.150546.2	ENST00000351933.8	0	2632
PB.150546.2	ENST00000266269.10	256	2469
PB.150546.2	PB.130879.2	256	2469
PB.150546.2	ENST00000405309.7	256	2533
PB.150546.2	PB.164573.1	256	2280
PB.23045.2	PB.164573.2	0	2037
PB.23045.2	ENST00000215919.3	256	2037
PB.137354.1	ENST00000330125.10	0	2230
PB.137354.1	PB.8683.1	256	2212
PB.137354.1	PB.124802.3	256	2132
PB.137354.1	PB.124802.4	256	2161
PB.137354.1	ENST00000397525.5	256	2101
PB.137354.1	PB.124802.5	256	2088
PB.164574.1	ENST00000330125.10	0	1660
PB.164574.1	PB.8683.1	256	1660
PB.164574.1	PB.124802.3	256	1624
PB.164574.1	PB.124802.4	256	1612
PB.164574.1	ENST00000397523.5	256	1540
PB.164574.1	ENST00000397525.5	256	1540
PB.68258.1	ENST00000330125.10	0	1429
PB.68258.1	PB.124802.3	256	1410
PB.68258.1	PB.8683.1	256	1404
PB.68258.1	PB.124802.4	256	1353
PB.68258.1	ENST00000397525.5	256	1281
PB.68258.1	ENST00000397523.5	256	1280
PB.137355.1	PB.88808.3	0	2685
PB.137355.1	PB.88808.2	256	2547
PB.137355.1	ENST00000400288.7	256	2622
PB.137355.1	ENST00000432498.5	256	2505
PB.137355.1	PB.88808.4	256	2503
PB.137355.1	PB.88808.7	256	2503
PB.124803.1	ENST00000540643.5	0	3328
PB.124803.1	PB.88808.5	256	3310
PB.124803.1	ENST00000432498.5	256	3230
PB.124803.1	PB.88808.2	256	3209
PB.124803.1	PB.88808.3	256	3111
PB.124803.1	PB.88808.6	256	3179
PB.143865.1	ENST00000540643.5	0	2503
PB.143865.1	PB.88808.5	256	2490
PB.143865.1	ENST00000432498.5	256	2405
PB.143865.1	PB.88808.2	256	2384
PB.143865.1	PB.88808.4	256	2384
PB.143865.1	PB.88808.3	256	2286
PB.143865.2	PB.88808.2	0	2578
PB.143865.2	PB.88808.4	256	2578
PB.143865.2	PB.88808.3	256	2480
PB.143865.2	ENST00000400288.7	256	2452
PB.143865.2	PB.88808.5	256	2366
PB.143865.2	PB.88808.7	256	2333
PB.137355.2	PB.88808.3	0	2455
PB.137355.2	ENST00000400288.7	256	2444
PB.137355.2	PB.88808.7	256	2325
PB.137355.2	PB.88808.2	256	2285
PB.137355.2	PB.88808.4	256	2285
PB.137355.2	ENST00000432498.5	256	2243
PB.130881.2	PB.88808.1	0	2055
PB.130881.2	ENST00000540643.5	256	1968
PB.130881.2	PB.88808.5	256	1968
PB.130881.2	ENST00000400289.5	256	2036
PB.130881.2	PB.88808.6	256	1955
PB.130881.2	ENST00000432498.5	256	1955
PB.118936.1		4	0
PB.68259.1	ENST00000382151.6	0	1403
PB.68259.1	ENST00000266095.9	256	1403
PB.68259.1	ENST00000397500.5	256	1224
PB.37890.1	ENST00000266095.9	0	1877
PB.37890.1	ENST00000382151.6	256	1877
PB.37890.1	ENST00000397500.5	256	1430
PB.143866.4	ENST00000382151.6	0	2428
PB.143866.4	ENST00000266095.9	256	2428
PB.143866.4	ENST00000397500.5	256	1980
PB.150548.5	ENST00000382151.6	0	2427
PB.150548.5	ENST00000266095.9	256	2427
PB.150548.5	ENST00000397500.5	256	1983
PB.15747.2	ENST00000266095.9	0	2069
PB.15747.2	ENST00000382151.6	256	2069
PB.15747.2	ENST00000397500.5	256	1642
PB.30439.1	ENST00000266095.9	0	2008
PB.30439.1	ENST00000382151.6	256	2008
PB.30439.1	ENST00000397500.5	256	1561
PB.157465.5	ENST00000266095.9	0	2427
PB.157465.5	ENST00000382151.6	256	2427
PB.157465.5	ENST00000397500.5	256	2007
PB.150548.4	ENST00000266095.9	0	2119
PB.150548.4	ENST00000382151.6	256	2119
PB.150548.4	ENST00000397500.5	256	1725
PB.143866.5	ENST00000382151.6	0	2636
PB.143866.5	ENST00000266095.9	256	2635
PB.15747.5	ENST00000382151.6	0	2173
PB.15747.5	ENST00000266095.9	256	2173
PB.15747.5	ENST00000397500.5	256	1726
PB.157465.2	ENST00000266095.9	0	2428
PB.157465.2	ENST00000382151.6	256	2428
PB.157465.2	ENST00000397500.5	256	1980
PB.143866.3	ENST00000382151.6	0	2229
PB.143866.3	ENST00000266095.9	256	2229
PB.143866.3	ENST00000397500.5	256	1778
PB.150548.3	ENST00000439502.6	0	1328
PB.150548.3	ENST00000266095.9	2048	1633
PB.150548.3	ENST00000382151.6	256	1633
PB.150548.3	ENST00000397500.5	256	1186
PB.157465.1	ENST00000382151.6	0	1699
PB.157465.1	ENST00000266095.9	256	1699
PB.157465.1	ENST00000439502.6	256	1439
PB.157465.1	ENST00000397500.5	256	1278
PB.23047.2	ENST00000266095.9	0	1770
PB.23047.2	ENST00000382151.6	256	1770
PB.23047.2	ENST00000397500.5	256	1323
PB.23047.2	ENST00000439502.6	256	1247
PB.143866.2	ENST00000382151.6	0	2214
PB.143866.2	ENST00000266095.9	256	2214
PB.143866.2	ENST00000397500.5	256	1763
PB.143866.6	ENST00000439502.6	0	1223
PB.143866.6	ENST00000266095.9	2048	1486
PB.143866.6	ENST00000382151.6	256	1486
PB.143866.6	ENST00000397500.5	256	1224
PB.150548.2	ENST00000382151.6	0	1865
PB.150548.2	ENST00000266095.9	256	1865
PB.150548.2	ENST00000397500.5	256	1444
PB.164576.1	ENST00000382151.6	0	2159
PB.164576.1	ENST00000266095.9	256	2159
PB.164576.1	ENST00000397500.5	256	1712
PB.150548.1	ENST00000382151.6	0	2431
PB.150548.1	ENST00000266095.9	256	2431
PB.150548.1	ENST00000397500.5	256	1980
PB.157465.4	ENST00000266095.9	0	1805
PB.157465.4	ENST00000382151.6	256	1805
PB.157465.4	ENST00000439502.6	256	1553
PB.157465.4	ENST00000397500.5	256	1358
PB.15747.4	ENST00000266095.9	0	1753
PB.15747.4	ENST00000382151.6	256	1753
PB.15747.4	ENST00000397500.5	256	1674
PB.15747.4	ENST00000439502.6	256	1502
PB.15747.3	ENST00000266095.9	0	1767
PB.15747.3	ENST00000382151.6	256	1767
PB.15747.3	ENST00000439502.6	256	1676
PB.15747.3	ENST00000397500.5	256	1320
PB.143866.1	ENST00000439502.6	0	1039
PB.143866.1	ENST00000382151.6	2048	1486
PB.143866.1	ENST00000266095.9	256	1486
PB.143866.1	ENST00000397500.5	256	1224
PB.23047.1	ENST00000266095.9	0	1659
PB.23047.1	ENST00000382151.6	256	1659
PB.23047.1	ENST00000397500.5	256	1747
PB.23047.1	ENST00000439502.6	256	1418
PB.124804.1	ENST00000439502.6	0	301
PB.124804.1	ENST00000382151.6	256	744
PB.124804.1	ENST00000266095.9	256	744
PB.124804.1	ENST00000397500.5	2048	1226
PB.124804.2	ENST00000266095.9	0	755
PB.124804.2	ENST00000382151.6	256	755
PB.124804.2	ENST00000397500.5	256	360
PB.124804.2	ENST00000439502.6	256	519
PB.157465.3	ENST00000382151.6	0	1790
PB.157465.3	ENST00000266095.9	256	1790
PB.157465.3	ENST00000439502.6	256	1554
PB.157465.3	ENST00000397500.5	256	1343
PB.150548.6	ENST00000382151.6	0	1971
PB.150548.6	ENST00000266095.9	256	1971
PB.150548.6	ENST00000397500.5	256	1524
PB.130882.1	ENST00000266095.9	0	957
PB.130882.1	ENST00000382151.6	256	957
PB.130882.1	ENST00000439502.6	256	736
PB.130882.1	ENST00000397500.5	256	562
PB.3835.1	ENST00000327423.11	0	6371
PB.111613.1	ENST00000327423.11	0	475
PB.83168.1	ENST00000327423.11	0	988
PB.143868.1		4	0
PB.137357.1	PB.3836.2	0	2295
PB.137357.1	ENST00000651528.2	256	2295
PB.137357.1	ENST00000642696.1	256	2295
PB.137357.1	PB.3836.3	256	2271
PB.137357.1	ENST00000400249.7	256	2181
PB.137357.1	ENST00000382111.6	256	2149
PB.3836.4	PB.3836.3	0	4895
PB.3836.4	ENST00000642696.1	256	4895
PB.3836.4	PB.3836.2	256	4842
PB.3836.4	ENST00000651528.2	256	4750
PB.3836.4	ENST00000646969.1	256	4975
PB.3836.4	ENST00000646465.1	256	4938
PB.96144.1	ENST00000397492.1	0	918
PB.96144.1	PB.37891.2	256	918
PB.96144.1	PB.52964.1	256	918
PB.96144.1	ENST00000248975.6	256	918
PB.96144.1	PB.45443.1	256	918
PB.157468.1	PB.88809.1	0	893
PB.124806.1	PB.88809.1	0	330
PB.124806.1	PB.143869.1	256	330
PB.124806.1	PB.30441.1	256	330
PB.124806.1	ENST00000216038.6	256	330
PB.23049.1	PB.23049.3	0	2004
PB.23049.1	ENST00000266087.12	256	1912
PB.23049.1	ENST00000397426.5	256	1746
PB.23049.1	PB.37893.2	256	1746
PB.23049.1	PB.52965.1	256	1702
PB.23049.1	PB.45444.2	256	1597
PB.30442.1	PB.23049.3	0	2039
PB.30442.1	ENST00000266087.12	256	1949
PB.30442.1	PB.37893.2	256	1746
PB.30442.1	ENST00000397426.5	256	1746
PB.30442.1	PB.52965.1	256	1702
PB.30442.1	PB.45444.4	256	1644
PB.88810.1	ENST00000266085.7	0	4087
PB.15750.1	ENST00000266085.7	0	2292
PB.15750.1	PB.23050.1	256	2292
PB.157470.1	ENST00000610186.6	0	2518
PB.157470.1	ENST00000608642.6	256	2301
PB.157470.1	ENST00000609799.6	256	2300
PB.83172.1	PB.88811.1	0	874
PB.83172.1	ENST00000216106.6	256	807
PB.68267.1	ENST00000216106.6	0	1152
PB.68267.1	PB.88811.1	256	992
PB.75737.3	PB.88811.1	0	1192
PB.75737.3	ENST00000216106.6	256	1133
PB.15751.1	ENST00000411850.5	0	2267
PB.15751.1	PB.164580.1	256	2232
PB.15751.1	ENST00000449058.7	256	2218
PB.15751.1	PB.157471.2	256	1995
PB.15751.1	ENST00000425375.5	256	1983
PB.15751.1	ENST00000447733.5	256	2127
PB.157471.1	ENST00000411850.5	0	2238
PB.157471.1	PB.164580.1	256	2212
PB.157471.1	ENST00000449058.7	256	2198
PB.157471.1	PB.157471.2	256	1975
PB.157471.1	ENST00000447733.5	256	2107
PB.157471.1	ENST00000425375.5	256	1954
PB.15751.3	ENST00000411850.5	0	2135
PB.15751.3	PB.164580.1	256	2108
PB.15751.3	ENST00000449058.7	256	2094
PB.15751.3	PB.157471.2	256	1871
PB.15751.3	ENST00000425375.5	256	1851
PB.15751.3	ENST00000447733.5	256	2032
PB.15751.4	PB.164580.1	0	2237
PB.15751.4	ENST00000411850.5	256	2242
PB.15751.4	ENST00000449058.7	256	2223
PB.15751.4	PB.157471.2	256	1999
PB.15751.4	ENST00000447733.5	256	2126
PB.15751.4	ENST00000425375.5	256	1958
PB.23052.1	PB.157471.2	0	1324
PB.23052.1	ENST00000411850.5	256	991
PB.23052.1	PB.164580.1	256	990
PB.164580.2	PB.164580.1	0	2149
PB.164580.2	ENST00000411850.5	256	2163
PB.164580.2	ENST00000449058.7	256	2146
PB.164580.2	PB.157471.2	256	1902
PB.164580.2	ENST00000425375.5	256	1879
PB.164580.2	ENST00000447733.5	256	2114
PB.45447.2	ENST00000411850.5	0	1081
PB.45447.2	PB.164580.1	256	1081
PB.45447.2	ENST00000449058.7	256	1075
PB.45447.2	PB.157471.2	256	826
PB.45447.2	ENST00000425375.5	256	785
PB.45447.2	ENST00000447733.5	256	1008
PB.118942.1	ENST00000411850.5	0	293
PB.118942.1	ENST00000449058.7	256	293
PB.118942.1	ENST00000425375.5	256	293
PB.118942.1	PB.157471.2	256	293
PB.118942.1	ENST00000447733.5	256	293
PB.118942.1	PB.96151.1	256	293
PB.124809.1	PB.164581.1	0	2207
PB.124809.1	PB.143873.2	256	2183
PB.124809.1	ENST00000216122.9	256	2180
PB.124809.1	PB.130886.1	256	2178
PB.124809.1	PB.157472.2	256	2178
PB.124809.1	PB.157472.3	256	2125
PB.88812.1	PB.3838.2	0	2928
PB.164581.2	ENST00000216122.9	0	2316
PB.164581.2	PB.157472.2	256	2314
PB.164581.2	PB.157472.3	256	2261
PB.164581.2	PB.150550.1	256	2138
PB.164581.2	PB.164581.4	256	2208
PB.164581.2	PB.130886.1	256	1966
PB.164581.3	PB.157472.2	0	2402
PB.164581.3	ENST00000216122.9	256	2402
PB.164581.3	PB.157472.3	256	2349
PB.164581.3	PB.150550.1	256	2226
PB.164581.3	PB.164581.4	256	2296
PB.164581.3	PB.130886.1	256	2054
PB.111622.1	PB.3838.2	0	403
PB.111622.1	PB.157472.3	256	403
PB.111622.1	ENST00000382011.9	256	403
PB.111622.1	PB.164581.4	256	403
PB.111622.1	PB.157472.2	256	403
PB.111622.1	PB.75741.1	256	403
PB.37898.1	ENST00000216127.5	0	1962
PB.37898.1	PB.143874.1	256	1962
PB.143875.1	ENST00000409652.5	0	2798
PB.8687.2	ENST00000438146.7	0	4250
PB.8687.2	ENST00000405409.6	256	4250
PB.52972.1	ENST00000438146.7	0	1714
PB.52972.1	ENST00000449924.6	256	1413
PB.52972.1	PB.137362.1	256	1371
PB.68270.6	ENST00000405409.6	0	1363
PB.68270.6	PB.137362.1	256	1309
PB.68270.6	ENST00000449924.6	256	1279
PB.68270.6	PB.60662.1	256	1279
PB.68270.6	ENST00000262829.11	256	1175
PB.68270.6	ENST00000416721.6	256	1148
PB.75743.2	ENST00000438146.7	0	1114
PB.75743.2	ENST00000414461.6	256	1165
PB.75743.2	ENST00000405409.6	256	1138
PB.75743.2	ENST00000449924.6	256	1099
PB.75743.2	PB.60662.1	256	1099
PB.75743.2	PB.137362.1	256	1057
PB.68270.2	PB.137362.1	0	1374
PB.68270.2	PB.60662.1	256	1344
PB.68270.2	ENST00000449924.6	256	1321
PB.68270.2	ENST00000405409.6	256	1282
PB.68270.2	ENST00000262829.11	256	1217
PB.68270.2	ENST00000359369.8	256	1133
PB.75743.1	PB.137362.1	0	1205
PB.75743.1	ENST00000397303.6	256	1192
PB.75743.1	PB.60662.1	256	1175
PB.75743.1	ENST00000449924.6	256	1175
PB.75743.1	ENST00000438146.7	256	1163
PB.75743.1	ENST00000405409.6	256	1087
PB.68270.5	PB.137362.1	0	1241
PB.68270.5	PB.60662.1	256	1238
PB.68270.5	ENST00000405409.6	256	1165
PB.68270.5	ENST00000449924.6	256	1178
PB.68270.5	ENST00000416721.6	256	1042
PB.68270.5	ENST00000262829.11	256	1115
PB.68270.3	ENST00000449924.6	0	1217
PB.68270.3	PB.60662.1	256	1217
PB.68270.3	ENST00000438146.7	256	1205
PB.68270.3	PB.137362.1	256	1175
PB.68270.3	ENST00000397303.6	256	1162
PB.68270.3	ENST00000359369.8	256	1117
PB.68270.1	ENST00000438146.7	0	1372
PB.68270.1	ENST00000359369.8	256	1117
PB.68270.1	ENST00000405409.6	256	1155
PB.68270.1	ENST00000414461.6	256	1137
PB.60662.3	ENST00000438146.7	0	1495
PB.52972.3	ENST00000438146.7	0	646
