artifact	assigned_transcript	rescue_mode	origin	reintroduced
PB.52976.3	PB.37907.1	rules_mapping	lr_defined	no
PB.52983.1	PB.37912.3	rules_mapping	lr_defined	no
PB.52983.1	PB.23065.1	rules_mapping	lr_defined	no
PB.52983.2	PB.45462.1	rules_mapping	lr_defined	no
PB.52984.1	PB.8695.1	rules_mapping	lr_defined	no
PB.52989.1	ENST00000248924.11	rules_mapping	reference	yes
PB.52989.2	ENST00000248924.11	rules_mapping	reference	no
PB.52989.3	ENST00000323205.10	rules_mapping	reference	yes
PB.53014.1	PB.8707.1	rules_mapping	lr_defined	no
PB.53014.1	PB.8707.2	rules_mapping	lr_defined	no
PB.53015.1	ENST00000435456.7	rules_mapping	reference	no
PB.53015.2	ENST00000435456.7	rules_mapping	reference	no
PB.53015.3	ENST00000544408.5	rules_mapping	reference	no
PB.53024.2	ENST00000263256.7	rules_mapping	reference	no
PB.53025.1	ENST00000359308.8	rules_mapping	reference	yes
PB.53031.1	ENST00000381348.4	rules_mapping	reference	yes
PB.53037.1	PB.37962.1	rules_mapping	lr_defined	no
PB.53037.3	ENST00000352397.10	rules_mapping	reference	no
PB.53046.2	ENST00000624862.3	rules_mapping	reference	yes
PB.53060.1	PB.37985.1	rules_mapping	lr_defined	no
PB.53061.1	ENST00000395829.1	rules_mapping	reference	yes
PB.53062.1	ENST00000380903.7	rules_mapping	reference	no
PB.53063.4	ENST00000215659.13	rules_mapping	reference	yes
PB.53068.1	PB.83272.1	rules_mapping	lr_defined	no
PB.53070.1	PB.60757.1	rules_mapping	lr_defined	no
PB.53070.1	PB.68364.1	rules_mapping	lr_defined	no
PB.60588.1	PB.22978.2	rules_mapping	lr_defined	no
PB.60607.2	PB.45384.1	rules_mapping	lr_defined	no
PB.60609.1	PB.68214.4	rules_mapping	lr_defined	no
PB.60609.2	PB.68214.4	rules_mapping	lr_defined	no
PB.60609.4	PB.68214.4	rules_mapping	lr_defined	no
PB.60617.1	ENST00000344921.11	rules_mapping	reference	no
PB.60623.1	ENST00000215829.8	rules_mapping	reference	no
PB.60632.1	ENST00000402731.6	rules_mapping	reference	yes
PB.60643.3	PB.23036.1	rules_mapping	lr_defined	no
PB.60662.3	ENST00000438146.7	rules_mapping	reference	no
PB.60665.1	PB.45454.1	rules_mapping	lr_defined	no
PB.60665.2	PB.45454.1	rules_mapping	lr_defined	no
PB.60670.1	PB.8695.1	rules_mapping	lr_defined	no
PB.60670.1	PB.150561.1	rules_mapping	lr_defined	no
PB.60670.1	PB.150561.3	rules_mapping	lr_defined	no
PB.60675.1	ENST00000323205.10	rules_mapping	reference	no
PB.60681.2	PB.88823.1	rules_mapping	lr_defined	no
PB.60681.2	PB.150568.1	rules_mapping	lr_defined	no
PB.60681.2	PB.124822.2	rules_mapping	lr_defined	no
PB.60681.4	PB.124822.2	rules_mapping	lr_defined	no
PB.60686.1	ENST00000396821.8	rules_mapping	reference	no
PB.60721.1	PB.37962.1	rules_mapping	lr_defined	no
PB.60721.2	PB.37962.1	rules_mapping	lr_defined	no
PB.60721.3	PB.37962.1	rules_mapping	lr_defined	no
PB.60721.5	PB.37962.1	rules_mapping	lr_defined	no
PB.60721.6	PB.37962.1	rules_mapping	lr_defined	no
PB.60721.7	PB.37962.1	rules_mapping	lr_defined	no
PB.60742.1	PB.88862.2	rules_mapping	lr_defined	no
PB.60748.1	PB.164653.5	rules_mapping	lr_defined	no
PB.60748.3	PB.164653.3	rules_mapping	lr_defined	no
PB.68187.1	PB.130819.2	rules_mapping	lr_defined	no
PB.68191.2	PB.52887.1	rules_mapping	lr_defined	no
PB.68224.1	PB.3820.4	rules_mapping	lr_defined	no
PB.68236.1	PB.60632.2	rules_mapping	lr_defined	no
PB.68236.3	PB.60632.2	rules_mapping	lr_defined	no
PB.68236.4	PB.45415.1	rules_mapping	lr_defined	no
PB.68236.4	PB.164554.2	rules_mapping	lr_defined	no
PB.68241.2	PB.137340.2	rules_mapping	lr_defined	no
PB.68241.2	PB.88800.4	rules_mapping	lr_defined	no
PB.68241.2	PB.60636.2	rules_mapping	lr_defined	no
PB.68241.2	PB.88800.1	rules_mapping	lr_defined	no
PB.68241.2	PB.8671.2	rules_mapping	lr_defined	no
PB.68241.2	PB.157444.1	rules_mapping	lr_defined	no
PB.68258.1	ENST00000330125.10	rules_mapping	reference	no
PB.68259.1	ENST00000382151.6	rules_mapping	reference	no
PB.68267.1	ENST00000216106.6	rules_mapping	reference	yes
PB.68270.1	ENST00000438146.7	rules_mapping	reference	no
PB.68270.2	PB.137362.1	rules_mapping	lr_defined	no
PB.68270.3	PB.60662.1	rules_mapping	lr_defined	no
PB.68270.5	PB.137362.1	rules_mapping	lr_defined	no
PB.68270.6	ENST00000405409.6	rules_mapping	reference	yes
PB.68276.1	PB.68276.5	rules_mapping	lr_defined	no
PB.68280.2	PB.8695.1	rules_mapping	lr_defined	no
PB.68285.1	PB.60675.3	rules_mapping	lr_defined	no
PB.68286.1	PB.45467.4	rules_mapping	lr_defined	no
PB.68286.1	PB.37921.1	rules_mapping	lr_defined	no
PB.68287.1	PB.164593.1	rules_mapping	lr_defined	no
PB.68296.1	ENST00000396821.8	rules_mapping	reference	no
PB.68307.1	ENST00000344138.9	rules_mapping	reference	yes
PB.68309.1	ENST00000623063.3	rules_mapping	reference	yes
PB.68328.1	ENST00000327678.10	rules_mapping	reference	no
PB.68328.3	ENST00000327678.10	rules_mapping	reference	no
PB.68331.1	ENST00000352397.10	rules_mapping	reference	no
PB.68331.3	PB.37962.1	rules_mapping	lr_defined	no
PB.68331.4	PB.37962.1	rules_mapping	lr_defined	no
PB.68331.4	PB.23105.2	rules_mapping	lr_defined	no
PB.68331.4	PB.45504.4	rules_mapping	lr_defined	no
PB.68331.4	PB.30499.2	rules_mapping	lr_defined	no
PB.68331.4	PB.60721.4	rules_mapping	lr_defined	no
PB.68338.2	ENST00000422871.5	rules_mapping	reference	yes
PB.68338.2	ENST00000444313.8	rules_mapping	reference	yes
PB.68352.2	PB.164653.5	rules_mapping	lr_defined	no
PB.68353.1	ENST00000608025.2	rules_mapping	reference	no
PB.68359.2	PB.164658.4	rules_mapping	lr_defined	no
PB.68359.2	PB.150637.6	rules_mapping	lr_defined	no
PB.68359.2	PB.60753.1	rules_mapping	lr_defined	no
PB.68359.2	PB.150637.2	rules_mapping	lr_defined	no
PB.68359.2	PB.150637.5	rules_mapping	lr_defined	no
PB.75667.1	ENST00000253413.10	rules_mapping	reference	yes
PB.75670.1	PB.157386.1	rules_mapping	lr_defined	no
PB.75692.2	PB.75692.3	rules_mapping	lr_defined	no
PB.75695.1	PB.75695.5	rules_mapping	lr_defined	no
PB.75695.2	PB.68214.4	rules_mapping	lr_defined	no
PB.75701.1	PB.164538.1	rules_mapping	lr_defined	no
PB.75708.1	ENST00000536101.5	rules_mapping	reference	yes
PB.75708.1	ENST00000335473.12	rules_mapping	reference	yes
PB.75710.2	PB.143838.4	rules_mapping	lr_defined	no
PB.75714.1	ENST00000335272.10	rules_mapping	reference	no
PB.75714.2	PB.30413.1	rules_mapping	lr_defined	no
PB.75720.1	PB.52944.1	rules_mapping	lr_defined	no
PB.75720.1	PB.23030.1	rules_mapping	lr_defined	no
PB.75720.1	PB.130867.3	rules_mapping	lr_defined	no
PB.75720.1	PB.60636.2	rules_mapping	lr_defined	no
PB.75720.1	PB.88800.5	rules_mapping	lr_defined	no
PB.75737.3	PB.88811.1	rules_mapping	lr_defined	no
PB.75743.1	PB.137362.1	rules_mapping	lr_defined	no
PB.75743.2	ENST00000414461.6	rules_mapping	reference	no
PB.75752.1	ENST00000249071.11	rules_mapping	reference	no
PB.75757.1	PB.60675.3	rules_mapping	lr_defined	no
PB.75774.1	ENST00000401609.5	rules_mapping	reference	yes
PB.75774.1	ENST00000216146.9	rules_mapping	reference	yes
PB.75774.5	PB.68302.2	rules_mapping	lr_defined	no
PB.75774.6	PB.68302.2	rules_mapping	lr_defined	no
PB.75774.6	PB.60695.3	rules_mapping	lr_defined	no
PB.75774.6	PB.37938.3	rules_mapping	lr_defined	no
PB.75778.1	PB.8707.2	rules_mapping	lr_defined	no
PB.75784.1	ENST00000406644.7	rules_mapping	reference	yes
PB.75784.1	ENST00000266304.9	rules_mapping	reference	yes
PB.75790.1	PB.23097.3	rules_mapping	lr_defined	no
PB.75790.1	PB.68324.1	rules_mapping	lr_defined	no
PB.75790.1	PB.23097.1	rules_mapping	lr_defined	no
PB.75790.1	PB.23097.5	rules_mapping	lr_defined	no
PB.75790.1	PB.164619.1	rules_mapping	lr_defined	no
PB.75795.2	PB.75795.1	rules_mapping	lr_defined	no
PB.75810.1	ENST00000405673.5	rules_mapping	reference	yes
PB.75815.1	ENST00000454366.2	rules_mapping	reference	no
PB.75828.1	ENST00000656328.1	rules_mapping	reference	yes
PB.83094.2	ENST00000437781.5	rules_mapping	reference	yes
PB.83094.3	ENST00000437781.5	rules_mapping	reference	no
PB.83126.1	ENST00000611748.1	rules_mapping	reference	no
PB.83130.1	PB.52918.1	rules_mapping	lr_defined	no
PB.83137.1	PB.52927.1	rules_mapping	lr_defined	no
PB.83149.1	PB.60632.2	rules_mapping	lr_defined	no
PB.83149.1	PB.30414.1	rules_mapping	lr_defined	no
PB.83155.1	PB.83155.2	rules_mapping	lr_defined	no
PB.83159.2	ENST00000266263.10	rules_mapping	reference	yes
PB.83168.1	ENST00000327423.11	rules_mapping	reference	no
PB.83172.1	PB.88811.1	rules_mapping	lr_defined	no
PB.83182.1	PB.37907.1	rules_mapping	lr_defined	no
PB.83184.1	PB.68276.2	rules_mapping	lr_defined	no
PB.83184.1	PB.68276.3	rules_mapping	lr_defined	no
PB.83184.1	PB.60666.1	rules_mapping	lr_defined	no
PB.83186.1	PB.8695.1	rules_mapping	lr_defined	no
PB.83194.1	PB.37922.1	rules_mapping	lr_defined	no
PB.83194.1	PB.52991.1	rules_mapping	lr_defined	no
PB.83213.1	ENST00000361441.5	rules_mapping	reference	no
PB.83216.2	PB.83216.9	rules_mapping	lr_defined	no
PB.83216.3	PB.68302.2	rules_mapping	lr_defined	no
PB.83216.5	PB.68302.2	rules_mapping	lr_defined	no
PB.83216.6	PB.68302.2	rules_mapping	lr_defined	no
PB.83232.1	ENST00000396504.6	rules_mapping	reference	yes
PB.83247.1	PB.75802.2	rules_mapping	lr_defined	no
PB.83250.1	PB.53043.1	rules_mapping	lr_defined	no
PB.83269.1	PB.130960.1	rules_mapping	lr_defined	no
PB.83269.1	PB.130960.3	rules_mapping	lr_defined	no
PB.83269.1	PB.88868.3	rules_mapping	lr_defined	no
PB.83269.1	PB.124869.4	rules_mapping	lr_defined	no
PB.83274.1	PB.60757.1	rules_mapping	lr_defined	no
PB.83275.1	ENST00000664402.1	rules_mapping	reference	yes
PB.83275.1	ENST00000262795.6	rules_mapping	reference	yes
PB.8639.2	ENST00000263196.12	rules_mapping	reference	no
PB.8639.5	ENST00000545799.5	rules_mapping	reference	no
PB.8639.7	ENST00000545799.5	rules_mapping	reference	no
PB.8639.8	ENST00000263196.12	rules_mapping	reference	no
PB.8641.1	ENST00000263208.5	rules_mapping	reference	yes
PB.8645.1	ENST00000403682.7	rules_mapping	reference	yes
PB.8649.5	ENST00000646124.2	rules_mapping	reference	yes
PB.8649.6	ENST00000646124.2	rules_mapping	reference	no
PB.8656.1	PB.137316.2	rules_mapping	lr_defined	no
PB.8656.2	PB.143826.5	rules_mapping	lr_defined	no
PB.8665.2	ENST00000336873.9	rules_mapping	reference	no
PB.8666.2	ENST00000613780.4	rules_mapping	reference	no
PB.8687.2	ENST00000438146.7	rules_mapping	reference	no
PB.8687.2	ENST00000405409.6	rules_mapping	reference	no
PB.8689.1	ENST00000397224.9	rules_mapping	reference	no
PB.8689.2	PB.137366.1	rules_mapping	lr_defined	no
PB.8698.1	ENST00000216044.10	rules_mapping	reference	yes
PB.8699.1	ENST00000333039.4	rules_mapping	reference	no
PB.8705.1	ENST00000454349.7	rules_mapping	reference	no
PB.8706.1	PB.111660.1	rules_mapping	lr_defined	no
PB.8721.2	ENST00000336156.10	rules_mapping	reference	no
PB.8723.1	PB.143931.1	rules_mapping	lr_defined	no
PB.8723.1	PB.150620.1	rules_mapping	lr_defined	no
PB.8723.1	PB.150620.3	rules_mapping	lr_defined	no
PB.8724.1	ENST00000454366.2	rules_mapping	reference	no
PB.8724.2	ENST00000454366.2	rules_mapping	reference	no
PB.8724.3	ENST00000454366.2	rules_mapping	reference	no
PB.8724.4	ENST00000454366.2	rules_mapping	reference	no
PB.8724.5	ENST00000454366.2	rules_mapping	reference	no
PB.8726.1	ENST00000406902.6	rules_mapping	reference	yes
PB.8726.2	PB.8726.3	rules_mapping	lr_defined	no
PB.8726.4	ENST00000406902.6	rules_mapping	reference	no
PB.8736.1	PB.164659.2	rules_mapping	lr_defined	no
PB.8736.2	PB.164659.2	rules_mapping	lr_defined	no
PB.88761.3	ENST00000545799.5	rules_mapping	reference	no
PB.88761.3	ENST00000263196.12	rules_mapping	reference	no
PB.88761.3	ENST00000537045.5	rules_mapping	reference	no
PB.88763.1	PB.45368.1	rules_mapping	lr_defined	no
PB.88771.2	ENST00000646124.2	rules_mapping	reference	no
PB.88773.1	PB.68214.4	rules_mapping	lr_defined	no
PB.88774.1	PB.157414.1	rules_mapping	lr_defined	no
PB.88774.1	PB.45390.1	rules_mapping	lr_defined	no
PB.88774.1	PB.150505.2	rules_mapping	lr_defined	no
PB.88774.1	PB.8652.2	rules_mapping	lr_defined	no
PB.88774.1	PB.143822.1	rules_mapping	lr_defined	no
PB.88777.1	PB.143826.5	rules_mapping	lr_defined	no
PB.88777.2	PB.143826.5	rules_mapping	lr_defined	no
PB.88777.3	ENST00000357179.10	rules_mapping	reference	no
PB.88777.4	PB.143826.5	rules_mapping	lr_defined	no
PB.88777.5	PB.143826.5	rules_mapping	lr_defined	no
PB.88777.6	PB.137316.2	rules_mapping	lr_defined	no
PB.88779.2	ENST00000263116.8	rules_mapping	reference	yes
PB.88784.1	ENST00000433835.3	rules_mapping	reference	yes
PB.88788.1	PB.150518.1	rules_mapping	lr_defined	no
PB.88788.10	ENST00000398145.7	rules_mapping	reference	no
PB.88788.11	ENST00000398145.7	rules_mapping	reference	no
PB.88788.12	ENST00000336873.9	rules_mapping	reference	no
PB.88788.2	ENST00000336873.9	rules_mapping	reference	no
PB.88788.3	ENST00000398145.7	rules_mapping	reference	no
PB.88788.4	ENST00000336873.9	rules_mapping	reference	no
PB.88788.5	ENST00000336873.9	rules_mapping	reference	no
PB.88788.8	ENST00000336873.9	rules_mapping	reference	no
PB.88788.9	ENST00000336873.9	rules_mapping	reference	no
PB.88790.1	PB.143839.2	rules_mapping	lr_defined	no
PB.88792.1	ENST00000455418.7	rules_mapping	reference	no
PB.88800.6	PB.88800.3	rules_mapping	lr_defined	no
PB.88800.7	PB.88800.3	rules_mapping	lr_defined	no
PB.88804.1	ENST00000332585.11	rules_mapping	reference	no
PB.88804.2	ENST00000332585.11	rules_mapping	reference	no
PB.88804.4	ENST00000332585.11	rules_mapping	reference	no
PB.88810.1	ENST00000266085.7	rules_mapping	reference	yes
PB.88812.1	PB.3838.2	rules_mapping	lr_defined	no
PB.88815.1	PB.137366.1	rules_mapping	lr_defined	no
PB.88815.2	PB.137366.1	rules_mapping	lr_defined	no
PB.88815.3	PB.137366.2	rules_mapping	lr_defined	no
PB.88825.1	ENST00000405018.5	rules_mapping	reference	yes
PB.88825.2	ENST00000405510.5	rules_mapping	reference	no
PB.88828.2	PB.8702.1	rules_mapping	lr_defined	no
PB.88841.1	PB.8715.2	rules_mapping	lr_defined	no
PB.88851.1	ENST00000216180.8	rules_mapping	reference	no
PB.88857.1	ENST00000441876.7	rules_mapping	reference	no
PB.88857.2	PB.157528.1	rules_mapping	lr_defined	no
PB.88859.1	ENST00000262735.9	rules_mapping	reference	no
PB.88860.1	PB.157532.4	rules_mapping	lr_defined	no
PB.88862.1	PB.88862.2	rules_mapping	lr_defined	no
PB.88866.1	ENST00000448072.5	rules_mapping	reference	yes
PB.88871.1	PB.164659.2	rules_mapping	lr_defined	no
PB.96081.1	PB.45369.1	rules_mapping	lr_defined	no
PB.96081.1	PB.22986.3	rules_mapping	lr_defined	no
PB.96081.1	PB.52896.1	rules_mapping	lr_defined	no
PB.96081.1	PB.150487.1	rules_mapping	lr_defined	no
PB.96081.1	PB.157393.2	rules_mapping	lr_defined	no
PB.96085.1	PB.8643.2	rules_mapping	lr_defined	no
PB.96085.1	PB.88765.2	rules_mapping	lr_defined	no
PB.96085.1	PB.22991.1	rules_mapping	lr_defined	no
PB.96085.1	PB.37841.1	rules_mapping	lr_defined	no
PB.96085.1	PB.130831.1	rules_mapping	lr_defined	no
PB.96086.2	PB.83116.3	rules_mapping	lr_defined	no
PB.96086.4	PB.96086.3	rules_mapping	lr_defined	no
PB.96086.5	PB.83116.3	rules_mapping	lr_defined	no
PB.96086.6	ENST00000402752.5	rules_mapping	reference	yes
PB.96086.7	PB.83116.2	rules_mapping	lr_defined	no
PB.96086.7	PB.83116.5	rules_mapping	lr_defined	no
PB.96086.7	PB.60600.2	rules_mapping	lr_defined	no
PB.96093.2	PB.83121.1	rules_mapping	lr_defined	no
PB.96098.1	ENST00000407464.7	rules_mapping	reference	yes
PB.96098.1	ENST00000443632.2	rules_mapping	reference	yes
PB.96099.1	ENST00000407464.7	rules_mapping	reference	no
PB.96099.1	ENST00000443632.2	rules_mapping	reference	no
PB.96112.1	ENST00000358654.2	rules_mapping	reference	yes
PB.96113.1	PB.130857.2	rules_mapping	lr_defined	no
PB.96113.1	PB.137327.2	rules_mapping	lr_defined	no
PB.96113.1	PB.130857.7	rules_mapping	lr_defined	no
PB.96113.1	PB.130857.4	rules_mapping	lr_defined	no
PB.96113.1	PB.124775.1	rules_mapping	lr_defined	no
PB.96117.1	PB.30412.2	rules_mapping	lr_defined	no
PB.96117.1	PB.37869.1	rules_mapping	lr_defined	no
PB.96117.1	PB.30412.1	rules_mapping	lr_defined	no
PB.96117.1	PB.60629.1	rules_mapping	lr_defined	no
PB.96123.1	ENST00000398941.6	rules_mapping	reference	yes
PB.96123.4	ENST00000216027.8	rules_mapping	reference	no
PB.96135.2	PB.75725.2	rules_mapping	lr_defined	no
PB.96136.1	PB.137347.2	rules_mapping	lr_defined	no
PB.96136.1	PB.150539.1	rules_mapping	lr_defined	no
PB.96136.1	PB.23038.1	rules_mapping	lr_defined	no
PB.96136.1	PB.124796.4	rules_mapping	lr_defined	no
PB.96136.1	PB.137347.1	rules_mapping	lr_defined	no
PB.96144.1	PB.37891.2	rules_mapping	lr_defined	no
PB.96144.1	PB.52964.1	rules_mapping	lr_defined	no
PB.96144.1	PB.45443.1	rules_mapping	lr_defined	no
PB.96156.1	PB.103757.1	rules_mapping	lr_defined	no
PB.96156.3	ENST00000416967.1	rules_mapping	reference	yes
PB.96156.5	PB.83180.3	rules_mapping	lr_defined	no
PB.96174.1	ENST00000652019.1	rules_mapping	reference	yes
PB.96181.1	ENST00000361441.5	rules_mapping	reference	no
PB.96183.2	PB.83216.7	rules_mapping	lr_defined	no
PB.96183.4	PB.60695.3	rules_mapping	lr_defined	no
PB.96183.4	PB.83216.9	rules_mapping	lr_defined	no
PB.96183.4	PB.68302.2	rules_mapping	lr_defined	no
PB.96184.1	ENST00000318801.8	rules_mapping	reference	yes
PB.96191.1	ENST00000327492.4	rules_mapping	reference	yes
PB.96202.1	PB.30499.2	rules_mapping	lr_defined	no
PB.96202.1	PB.37962.1	rules_mapping	lr_defined	no
PB.96202.1	PB.23105.2	rules_mapping	lr_defined	no
PB.96213.1	ENST00000454366.2	rules_mapping	reference	no
PB.96223.1	ENST00000252029.8	rules_mapping	reference	yes
PB.96223.1	ENST00000395680.6	rules_mapping	reference	yes
